source,target,weight
journal of molecular biology,the prostate,4
j chem soc trans,science,4
the annals of pharmacotherapy,urologic oncology,4
proceedings of the european dialysis and transplant association european dialysis and transplant association,surgical forum,4
australian journal of earth sciences,palaeodiversity,4
journal of molecular biology,the analyst,4
the annals of probability,the mathematical gazette,4
j chemometrics,journal of the royal statistical society series b,4
allgemeine zeitschrift fxfcr psychiatrie und psychischgerichtlich medizin,pnas,4
j chemometrics,journal of econometrics,4
j chemometrics,journal of chemometrics,4
edinb med j,ultrasound in obstetrics  gynecology,4
edinb med j,thromb res,4
journal of molecular biology,rsc advances,4
j chem thermodynamics,j therm anal calorim,4
nat med,nat struct mol biol,4
journal of molecular biology,scholarpedia,4
gsa today,radiocarbon,4
chromosoma,the victorian naturalist,4
edinb med j,med clin north am,4
proceedings of the florida state horticultural society,proceedings of the florida state horticultural society,4
cell research,fems microbiology reviews,4
nat med,nat struct biol,4
biochemistry,journal of european journal of pediatrics,4
edinb med j,j womens health larchmt,4
j chem theory comput,rsc adv,4
edinb med j,j thromb haemost,4
edinb med j,j steroid biochem mol biol,4
edinb med j,j sex med,4
bmj,world nutrition,4
edinb med j,j neurol neurosurg psychiatry,4
j chemometrics,journal of the american statistical association,4
edinburgh journal of botany,journal of the royal horticultural society,4
edinb med j,j gen intern med,4
annals of oriental research,frontline,4
the annals of pharmacotherapy,the journal of nervous and mental disease,4
j chemometrics,the journal of finance,4
edinburgh medical and surgical journal,edinburgh medical and surgical journal,4
chromosoma,the iucn red list of threatened species,4
edinburgh med surg j,j clin oncol,4
edinburgh magazine  literary miscellany,notes and queries,4
nat med,nature clinical practice oncology,4
j chemometrics,technometrics,4
asia research institute working paper,asian perspectives,4
cancer,mol pharm,4
journal of molecular biology,pteridines,4
cell research,frontiers in endocrinology,4
biochemistry,journal of gastroenterology,4
journal of molecular biology,rapid communications in mass spectrometry,4
bmj,world j pharm pharm sci,4
journal of molecular biology,reproduction,4
edinburgh journal of botany,nordic journal of botany,4
j chemometrics,siam journal on scientific and statistical computing,4
edinburgh journal of botany,mycotaxon,4
proceedings of the geological society of london,proceedings of the geological society of london,4
j chemometrics,pnas,4
j chemometrics,neuroimage,4
edinburgh journal of botany,journal of the society for the bibliography of natural history,4
journal of molecular biology,seminars in immunopathology,4
ocean modelling,technical report national institute of water and atmospheric research,4
edge,pc gamer uk,4
edge,the games machine,4
chromosoma,transactions of the royal entomological society of london,4
bmj,yakugaku zasshi,4
journal of molecular biology,symposia of the society for experimental biology,4
gsa today,the journal of geology,4
journal of molecular biology,systematic biology,4
gsa today,the mathematical intelligencer,4
cancer,mol cancer ther,4
american zoologist,the journal of cell biology,4
annals of otology rhinology and laryngology,annals of otology rhinology and laryngology,4
proceedings of the first conference on training personnel for the computing machine field,vector,4
journal of molecular biology,the aaps journal,4
gsa today,the new yorker,4
gsa today,the quarterly review of biology,4
bmj,yonsei medical journal,4
journal of molecular biology,the american journal of clinical nutrition,4
gsa today,time,4
journal of molecular biology,the american journal of drug and alcohol abuse,4
edge,playstation official magazine u2013 australia,4
edge,playstation official magazine australia,4
edge,play uk magazine,4
journal of molecular biology,the american journal of tropical medicine and hygiene,4
gsa today,water resources research,4
the annals of pharmacotherapy,the netherlands journal of medicine,4
proceedings of the first workshop on mare reproductive loss syndrome,toxicology mechanisms and methods,4
edge,the one,4
j chem theory comput,proteins,4
bmj,xd6sterreichische apothekerzeitung,4
journal of molecular biology,seminars in oncology,4
acta paediatrica,scottish medical journal,4
edinb med j,expert opin pharmacother,4
gsa today,sedimentology,4
annals of otology rhinology  laryngology,international forum of allergy  rhinology,4
the annals of pharmacotherapy,the medical clinics of north america,4
american journal of health promotion,journal of health and social behavior,4
edinaya gagauziya,vecherniy novosibirsk,4
edible louisville,time magazine,4
edible louisville,thg connections,4
journal of molecular biology,small,4
edge magazine,nintendo power,4
journal of molecular biology,soft matter,4
edge magazine,electronic gaming monthly,4
arabic sciences and philosophy,philosophical transactions of the royal society of london,4
asia policy,the fletcher forum of world affairs,4
edge,wired,4
edge,weekly pitpass report,4
allgemeine zeitschrift fxfcr psychiatrie und psychischgerichtlich medizin,international psychogeriatrics,4
journal of molecular biology,somatic cell genetics,4
edge,trends in cognitive sciences,4
bmj,wrexham and denbighshire advertiser and cheshire shropshire and north wales register,4
journal of molecular biology,steroids,4
guerres mondiales et conflits contemporains,quaderni savonesi studi e ricerche sulla resistenza e letxe0 contemporanea,4
bmj  british medical journal,sexually transmitted infections,4
j chem soc faraday trans 2,opt commun,4
ecotoxicology,journal of environmental quality,4
american zoologist,psychological review,4
guitar world,metal forces,4
american journal of health promotion,psychological science,4
guitar world,modern guitars,4
j chem soc perkin trans,transactions of the faraday society,4
ecotoxicology,journal of agricultural and food chemistry,4
guitar world,mother jones,4
guitar world,music  sound output,4
journal of molecular cell biology,journal of the national comprehensive cancer network,4
nat immunol,nat struct mol biol,4
ecotoxicology,j am ceram soc,4
guitar world,musician,4
bmj british medical journal,undersea biomed res,4
ecotoxicology,int j occup environ health,4
bmj british medical journal,world psychiatry,4
journal of molecular cell biology,molecular biology of the cell,4
bmj case rep,climacteric,4
annals of parasitology,critical reviews in microbiology,4
allertonia,neuropsychopharmacology,4
j chem soc perkin trans,journal of physiology,4
biochemistry,journal of biomolecular screening,4
nat immunol,nat rev immunol,4
asia pacific physics newsletter,physical review d,4
nat immunol,nature clinical practice rheumatology,4
