source,target,weight
copeia,herpetological journal,15
evolutionary anthropology,theoretical population biology,15
evolutionary anthropology,trends in ecology  evolution,15
nacla report on the americas,the university of miami interamerican law review,15
frontiers in psychology,infancy,15
drug and alcohol review,the british journal of psychiatry,15
cell cycle,dna res,15
journal of perinatology,nature,15
nacla report on the americas,small wars and insurgencies,15
circulation,j trauma,15
european journal of biochemistry  febs,human mutation,15
frontiers in ecology and the environment,journal of the acoustical society of america,15
lethaia,revue de micropalxe9ontologie,15
circulation,journal of animal science,15
astronomical society of india conference series,monthly notices of the royal astronomical society,15
journal de gynecologie obstetrique et biologie de la reproduction,the cochrane database of systematic reviews,15
circulation,journal of cerebral blood flow and metabolism,15
annals of internal medicine,current neurology and neuroscience reports,15
computer gaming world,the space gamer,15
biochem biophys res commun,human mutation,15
endocrinology,pediatric research,15
journal of chromatography a,journal of molecular biology,15
physics letters b,plasmonics,15
hawaii nature notes,hawaiian journal of history,15
trabajos de geologxeda,vertebrata palasiatica,15
alcheringa,palaios,15
acta entomologica sinica,zootaxa,15
immunology,journal of molecular biology,15
lethaia,transactions of the geological society of london,15
bios,pnas,15
lethaia,transactions of the kansas academy of science,15
canadian journal of public health,new england journal of medicine,15
am j clin nutr,canadian medical association journal,15
malaria journal,nature communications,15
american journal of physical anthropology,quaternary,15
diversity and distributions,journal of zoology,15
experimental brain research,psychological bulletin,15
lethaia,zitteliana,15
biology letters,nucleic acids research,15
lethaia,zoologica scripta,15
j mater chem,med phys,15
j mater chem,nano lett,15
botanical journal of the linnean society,quaternary research,15
ophelia,review of palaeobotany and palynology,15
archives of internal medicine,journal of ethnopharmacology,15
circulation,journal of arrhythmia,15
presse mxe9dicale,rheumatology,15
osteoarthritis and cartilage,the bone  joint journal,15
evolutionary anthropology issues news and reviews,philosophical transactions of the royal society b biological sciences,15
biology letters,norsk hvalfangsttidende,15
operative dentistry,the journal of prosthetic dentistry,15
presse mxe9dicale,the canadian journal of cardiology,15
journal of aerosol medicine and pulmonary drug delivery,nicotine  tobacco research,15
cell,organic  biomolecular chemistry,15
regional geology of china,vertebrata palasiatica,15
circulation,journal of biomedical research,15
international breastfeeding journal,leaven,15
osteoarthritis and cartilage,the american journal of managed care,15
neuropharmacology,neurotoxicity research,15
american journal of physical anthropology,quaternary science review,15
journal of interpersonal violence,women  health,15
aquatic microbial ecology,virology,15
biochem biophys res commun,physiol genomics,15
cell,orphanet j rare dis,15
nachr d kxf6nig gesellsch d wiss zu gxf6ttingen mathphys klasse,physical review,15
diversity and distributions,ibis,15
neuropharmacology,nicotine  tobacco research,15
j mass spectrom,rapid communications in mass spectrometry,15
nachr d kxf6nig gesellsch d wiss zu gxf6ttingen mathphys klasse,nature,15
operative techniques in thoracic and cardiovascular surgery,the annals of thoracic surgery,15
frontiers in psychiatry,psychophysiology,15
circulation,journal of cardiovascular medicine,15
frontiers in ecology and the environment,plant physiology,15
frontiers in ecology and the environment,plos biology,15
hum mol genet,j proteome res,15
drug and alcohol dependence,neuroscience letters,15
physics letters a,the astrophysical journal,15
angewandte chemie,trends in biochemical sciences,15
geoderma,physics,15
basteria journal of the netherlands malacological society,palxe4ontologische zeitschrift,15
geoderma,physics and chemistry of the earth part b hydrology oceans and atmosphere,15
circulation,nutrition,15
assises de genetique humaine et medical,european journal of human genetics,15
prenatal diagnosis,reproduction fertility and development,15
invertebrate zoology,science,15
music  letters,proceedings of the royal musical association,15
psychol bull,psychological science,15
geologica saxonica,palaeontologia electronica,15
geoderma,plant soil and environment,15
journal of clinical investigation,science translational medicine,15
international urogynecology journal,journal of medicine and life,15
hum mol genet,immunogenetics,15
