source,target,weight
j cell sci,mol biosyst,1
journal of adult development,school psychology review,1
american educator,discover,1
american journal of healthsystem pharmacy,journal of periodontal research,1
journal of cerebral blood flow  metabolism,nat rev neurol,1
inuit art quarterly,saskatchewan history magazine,1
journal of adult development,scientific american,1
american educator,developmental science,1
journal of cerebral blood flow  metabolism,n engl j med,1
journal of adult development,sex roles  a journal of research,1
j cell sci,modern pathology,1
american journal of healthsystem pharmacy,journal of physical therapy science,1
j cell sci,mobile genetic elements,1
j cell sci,mini reviews in medicinal chemistry,1
inu017cynier budownictwa,rocznik miu0144skomazowiecki,1
am psychol,biofeedbackandselfregulation,1
american journal of healthsystem pharmacy,journal of pakistan medical association,1
journal of cerebral blood flow  metabolism,neuroradiology,1
journal of adult development,psychological medicine,1
intuslegere historia,revista mxe9dica de chile,1
am psychol,auk,1
journal of adult development,psychological reports,1
am psychol,behavioral science,1
intuslegere historia,science,1
intuslegere historia,slavery and abolition,1
american educator,distance learning,1
intuslegere historia,the caribbean a history of the region and its peoples university of chicago press,1
journal of cerebral blood flow  metabolism,neuroreport,1
intuslegere historia,the florida historical quarterly,1
american journal of healthsystem pharmacy,journal of palliative medicine,1
intuslegere historia,the journal of economic history,1
journal of adult development,psychological science in the public interest,1
am psychol,bioessays,1
intuslegere historia,the oxford handbook of slavery in the americas edited by paquette robert l and mark m smith,1
american educator,dissertations and masters theses campus access,1
american journal of healthsystem pharmacy,journal of pediatric ophthalmology and strabismus,1
intuslegere historia,the william and mary quarterly,1
journal of adult development,psychosomatic medicine,1
intuslegere historia,tiempo y espacio,1
journal of adult development,psychotherapy,1
intxe9gral,journal of library history philosophy and comparative librarianship,1
j cell sci,mol cancer,1
intxe9gral,music  letters,1
intxe9gral,the journal of musicology,1
inu017cynier budownictwa,panorama,1
inu017cynier budownictwa,rocznik miu0144sko mazowiecki,1
journal of cerebral blood flow  metabolism,journal of emergency nursing,1
american educator,desidoc journal of library  information technology,1
introductory research essay no 2,marine ornithology,1
invasive plant science and management,the canadian journal of plant science,1
journal of advanced academics,proceedings of the national academy of sciences usa,1
journal of cereal science,nutrition research reviews,1
journal of cereal science,nutrition research and practice,1
journal of advanced academics,psyarxiv,1
journal of cereal science,nutrition journal,1
journal of cereal science,nutrition bulletin,1
journal of advanced academics,psychologica belgica,1
j cell sci,kans med,1
journal of advanced academics,psychological bulletin,1
invent math,j analyse mat,1
american journal of healthsystem pharmacy,journal of the american society of nephrology,1
journal of cereal science,nutrition and health,1
journal of advanced academics,psychological research,1
journal of cereal science,nutrition and cancer,1
j cell sci,jpen j parenter enteral nutr,1
invent math,j math kyoto univ,1
journal of cereal science,nutrition  metabolism,1
j cell sci,journal of virology,1
journal of cereal science,nutrition  diabetes,1
am psychol,criminology an interdisciplinary journal,1
journal of advanced academics,psychological science in the public interest,1
am psychol,critical philosophy of race,1
journal of cereal science,nutrient cycling in agroecosystems,1
journal of cereal science,nutricion hospitalaria,1
journal of cereal science,new zealand journal of agricultural research,1
j cell sci,journal of veterinary medicine a physiology pathology clinical medicine,1
journal of cereal science,neurogastroenterology  motility,1
journal of cereal science,nature reviews molecular cell biology,1
journal of cereal science,nature reviews microbiology,1
journal of advanced academics,phi delta kappan,1
american educator,delta kappa gamma,1
american journal of healthsystem pharmacy,journal of the american heart association,1
invasive species compendium,pacific science,1
invasive plant science and management,the plantsman,1
invasive plant science and management,trends in ecology  evolution,1
invasive plant science and management,trends in plant science,1
journal of cereal science,plant foods hum nutr,1
invasive plant science and management,university of missouri,1
j cell sci,kinetoplastid biol dis,1
invasive plant science and management,weed science,1
invasive plant science and management,weed technology,1
journal of cereal science,plant cell  environment,1
invasive plant science and management,world journal of hepatology,1
journal of cereal science,plant biotechnology journal,1
invasive species compendium,natural resources conservation service,1
journal of cereal science,phytochemistry reviews,1
invasive species compendium,species profiles for pacific island agroforestry,1
invent math,j algebra,1
journal of cereal science,phytochemical analysis,1
invasive species compendium,usda natural resources conservation service,1
journal of cereal science,physiol rev,1
journal of cereal science,philosophical transactions of the royal society b biological sciences,1
american journal of medical genetics part a,archives of gynecology and obstetrics,1
journal of cereal science,orphanet journal of rare diseases,1
american journal of medical genetics part a,archives of family medicine,1
invent math,israel j math,1
journal of advanced academics,nature reviews neuroscience,1
invent math,israel journal of mathematics,1
journal of advanced academics,neurobiology of aging,1
journal of advanced academics,neuroimage,1
journal of advanced academics,neuropsychologia,1
j cell sci,journal of veterinary diagnostic investigation,1
journal of advanced academics,review of educational research,1
journal of advanced academics,review of general psychology,1
journal of cereal science,journal of geophysical research atmospheres,1
journal of advanced academics,scientific american,1
journal of cereal science,journal of the american chemical society,1
journal of advanced academics,social cognitive and affective neuroscience,1
journal of cereal science,journal of the academy of nutrition and dietetics,1
journal of advanced academics,social development,1
journal of advanced academics,stanford magazine,1
j cell sci,journal of the american heart association,1
journal of cereal science,journal of nutrigenetics and nutrigenomics,1
journal of advanced academics,teaching of psychology,1
journal of advanced academics,the australian and new zealand journal of organisational psychology,1
journal of cereal science,journal of materials chemistry a,1
journal of advanced academics,the gifted child quarterly,1
journal of cereal science,journal of gerontology,1
journal of cereal science,journal of gastrointestinal and liver disorders,1
journal of advanced academics,science and education,1
journal of cereal science,journal of food science and technology,1
journal of advanced academics,the high school journal,1
journal of cereal science,journal of food composition and analysis,1
journal of cereal science,journal of food and nutrition research,1
invent math,math ann,1
journal of cereal science,journal of experimental medicine,1
journal of cereal science,journal of drugs in dermatology,1
journal of cereal science,journal of contaminant hydrology,1
invent math,math proc cambridge philos soc,1
invent math,math scand,1
am psychol,daedalus,1
invent math,math tables and other aids to computation,1
invent math,mathematical notes,1
j cell sci,journal of the neurological sciences,1
am psychol,current opinion in environmental sustainability,1
invent math,j math pures appl,1
invent math,j stat mech,1
american journal of medical genetics part a,archives of acoustics quarterly,1
journal of cereal science,nature reviews gastroenterology  hepatology,1
j cell sci,journal of ultrastructure research,1
journal of cereal science,nature medicine,1
journal of cereal science,nature geoscience,1
am psychol,curr anthropol,1
journal of cereal science,nature chemistry,1
journal of cereal science,nature biotechnology,1
journal of advanced academics,science,1
invent math,j soc phys math univ permi,1
journal of cereal science,molecular microbiology,1
journal of cereal science,molecular genetics and metabolism,1
journal of cereal science,molecular cell,1
journal of cereal science,mineralogical magazine,1
journal of cereal science,journal of the chemical society perkin transactions 1,1
invent math,j symbolic comput,1
journal of cereal science,microbial sulfur metabolism,1
j cell sci,journal of translational medicine,1
american journal of medical genetics part a,arch pediatr adolesc med,1
invent math,jour pure and appl algebra,1
journal of cereal science,medscape,1
journal of cereal science,mediators of inflammation,1
invent math,journal of combinatorial theory series b,1
journal of cereal science,measurement science and technology,1
invent math,journal of differential geometry,1
journal of cereal science,journal of trace elements in medicine and biology,1
journal of cereal science,journal of thermal analysis,1
am psychol,current genomics,1
invasive plant science and management,the great lakes entomologist,1
journal of advanced academics,memory and cognition,1
american journal of medical genetics part a,arquivos de neuropsiquiatria,1
journal of cereal science,plant molecular biology,1
journal of cereal science,the new phytologist,1
invasive plant science and management,issues in ecology,1
american journal of healthsystem pharmacy,journal of rehabilitation research and development,1
j cell sci,macromolecules,1
journal of adult development,transport reviews,1
journal of adult development,trends in cognitive sciences,1
am psychol,coll antropol,1
journal of adult development,trials,1
journal of cereal science,the journal of infectious diseases,1
journal of cereal science,the journal of clinical investigation,1
journal of cereal science,the cochrane database of systematic reviews,1
journal of adult development,university of miami race  social justice law review,1
journal of cereal science,the atlantic,1
invasive plant science and management,journal for nature conservation,1
journal of cereal science,the arabidopsis book,1
journal of adult development,urban studies,1
journal of cereal science,the analyst,1
am psychol,com ren soc bio,1
american journal of medical genetics part a,archives of pediatrics and adolescent medicine,1
journal of cereal science,structure,1
journal of adult development,vand l rev,1
journal of adult development,wall street journal,1
journal of adult development,west j med,1
journal of cereal science,starch stxe4rke,1
journal of cereal science,soil science society of america journal,1
invasive plant science and management,journal of ethnobiology and ethnomedicine,1
journal of cereal science,soil research,1
journal of adult development,women in sport  physical activity journal,1
invasive plant science and management,journal of evolutionary biology,1
journal of cereal science,the plant journal,1
journal of cereal science,theoretical and applied genetics,1
invasive plant science and management,invasive plant science and management,1
am psychol,clin ter,1
journal of cerebral blood flow  metabolism,journal of developmental origins of health and disease,1
journal of cerebral blood flow  metabolism,journal of community health,1
journal of cerebral blood flow  metabolism,journal of clinical neuroscience,1
american journal of medical genetics part a,arquivo brasileiro de medicina veterinxe1ria e zootecnia,1
j cell sci,mechanisms of aging and development,1
american journal of medical genetics part a,arq bras cardiol,1
american journal of healthsystem pharmacy,journal of psychotherapy integration,1
invasion metastasis,the radio times,1
journal of cereal science,wounds,1
journal of adult development,the quarterly review of distance education,1
journal of cereal science,worlds poultry science journal,1
journal of cereal science,world journal of gastroenterology,1
journal of cereal science,world journal of clinical cases,1
invasion metastasis,the scientist,1
journal of cereal science,toxins basel,1
journal of cereal science,world j clin cases,1
american journal of healthsystem pharmacy,journal of public health research,1
journal of cereal science,water research,1
american journal of medical genetics part a,arizona law review,1
journal of adult development,the reading teacher,1
journal of adult development,the yale law journal,1
invasion metastasis,virol j,1
journal of cereal science,united european gastroenterol j,1
invasion metastasis,virus research,1
american educator,demography,1
journal of cereal science,trends in plant science,1
journal of adult development,tijdschrift voor economische en sociale geografie,1
j cell sci,mayo clin proc,1
journal of adult development,world journal of surgery,1
j cell sci,mabs,1
j cell sci,lupus,1
j cell sci,langmuir,1
american journal of medical genetics part a,archives of pathology  laboratory medicine,1
journal of adult learning,new directions for adult and continuing education,1
invasive plant science and management,plant pest risk assessment oda,1
am psychol,contraception,1
journal of adult learning,tesol quarterly,1
journal of adult learning,training  development journal,1
journal of adult learning,vision,1
am psychol,criminal behaviour and mental health,1
invasive plant science and management,planta daninha,1
invasive plant science and management,planta med,1
j cell sci,lebensversicher med,1
invasive plant science and management,plos one,1
journal of cereal science,plantan,1
journal of cereal science,planta,1
am psychol,conservation biology,1
am psychol,criminal justice review,1
j cell sci,landes bioscience,1
journal of advanced academics,journal of jungian theory and practice,1
journal of advanced academics,journal of learning disabilities,1
invasive plant science and management,research in pharmaceutical sciences,1
journal of advanced academics,journal of memory and language,1
invasive plant science and management,ryton organic gardens,1
journal of advanced academics,journal of nutrition education,1
j cell sci,lancet respir med,1
american journal of healthsystem pharmacy,journal of the american chemical society,1
j cell sci,lancet infect dis,1
american journal of healthsystem pharmacy,journal of the american college of nutrition,1
journal of advanced academics,journal of school psychology,1
american journal of healthsystem pharmacy,journal of the american academy of child psychiatry,1
journal of adult learning,montreal canada the us department of education and statistics canada and human resources development canada,1
j cell sci,lung,1
j cell sci,limnology and oceanography methods,1
journal of cereal science,sedimentary geology,1
invasive plant science and management,journal of rangeland management,1
invasive plant science and management,journal of the botanical research institute of texas,1
journal of adult development,zeitschrift fxfcr psychodrama und soziometrie,1
am psychol,community ecology,1
j cell sci,liver int,1
j cell sci,lipids in health and disease,1
journal of cereal science,science of the total environment,1
invasive plant science and management,journal of the lepidopterists society,1
am psychol,condor,1
journal of cereal science,rev bras cienc avic,1
invasive plant science and management,management of invasive plants in wisconsin,1
journal of adult development,zhurnal nevropatologii i psikhiatrii imeni ss korsakova moscow russia  1952,1
invasive plant science and management,molecular ecology,1
american journal of healthsystem pharmacy,journal of the academy of psychiatry and the law,1
invasive plant science and management,nature,1
journal of cereal science,reports on progress in physics,1
journal of adult education,mediating discourse,1
journal of adult education,proceedings of eurographics,1
journal of cereal science,redox report  communications in free radical research,1
journal of cereal science,protein pept lett,1
journal of cereal science,protein engineering,1
american journal of healthsystem pharmacy,journal of structural biology,1
journal of adult education,proceedings of the 4th international conference on foundations of digital games,1
invasive plant science and management,neobiota,1
journal of adult education,review of research in education,1
journal of adult learning,massachusetts department of education adult and community learning services,1
journal of cereal science,proceedings of the nutrition society,1
journal of cerebral blood flow  metabolism,physical review letters,1
american journal of healthsystem pharmacy,journal of neural transmission,1
journal of adolescent research,teachers college record,1
j cell sci,neurochemical research,1
journal of adolescent research,womens studies quarterly,1
journal of adolescent research,world economics,1
intrevphyschem,physics world,1
intrevphyschem,reports on progress in physics,1
journal of cerebral blood flow and metabolism,journal of small animal practice,1
am pract dig treat,j gastro hepato,1
journal of cerebral blood flow and metabolism,journal of reproductive immunology,1
intrevphyschem,resonance,1
j cell sci,nephrology carlton,1
journal of cerebral blood flow and metabolism,journal of rehabilitation medicine,1
journal of cerebral blood flow and metabolism,journal of psychopharmacology oxford england,1
intrevphyschem,science,1
j cell sci,nephrol nurs j,1
intrevphyschem,seven national symposium on frontiers in physics,1
am pract dig treat,j iowa med soc,1
intrevphyschem,world scientific newsletter,1
journal of adolescent research,world psychiatry,1
journal of cerebral blood flow and metabolism,journal of psychiatry  neuroscience,1
intrinsically disordered proteins,journal of biochemical and biophysical methods,1
journal of cerebral blood flow and metabolism,journal of psychiatric practice,1
intrinsically disordered proteins,journal of biological chemistry,1
intrinsically disordered proteins,journal of biomolecular structure  dynamics,1
j cell sci,nature reviews microbiology,1
journal of adolescent research,young children,1
journal of cerebral blood flow and metabolism,journal of pineal research,1
journal of adolescent research,young consumers,1
american educator,engineering  science,1
j cell sci,nature reviews immunology,1
j cell sci,nature reviews genetics,1
intrevphyschem,physics,1
journal of cerebral blood flow and metabolism,journal of smooth muscle research  nihon heikatsukin gakkai kikanshi,1
j cell sci,nephrology carlton vic,1
am pract dig treat,j cereb blood flow metab,1
am pract dig treat,bull math biol,1
journal of cerebral blood flow and metabolism,journal of trauma,1
am pract dig treat,circ res,1
journal of cerebral blood flow and metabolism,journal of the society of agriculture and forestry,1
american journal of healthsystem pharmacy,journal of clinical investigation,1
journal of cerebral blood flow and metabolism,journal of the society for gynecologic investigation,1
am pract dig treat,exp lung res,1
am pract dig treat,fed proc,1
american journal of healthsystem pharmacy,journal of clinical lipidology,1
journal of cerebral blood flow and metabolism,journal of the national cancer institute,1
american journal of healthsystem pharmacy,journal of clinical microbiology,1
journal of adolescent research,vcu scholars compass,1
journal of cerebral blood flow and metabolism,journal of the history of the neurosciences,1
journal of adolescent research,vital and health statistics series 23 data from the national survey of family growth,1
j cell sci,nephron physiol,1
intrasformazione rivista di storia delle idee,the journal of law and economics,1
intrevphyschem,journal of physics,1
intrevphyschem,modern physics letters b,1
journal of cerebral blood flow and metabolism,journal of the american statistical association,1
journal of adolescent research,washington state university,1
journal of cerebral blood flow and metabolism,journal of the american pharmacists association,1
j cell sci,netherlands heart journal,1
intrevphyschem,phys rev lett,1
am pract dig treat,j chronic dis,1
journal of cerebral blood flow and metabolism,journal of the american academy of psychiatry and the law online,1
journal of cerebral blood flow and metabolism,journal of structural biology,1
journal of adolescent research,womens,1
journal of adolescent research,womens studies international forum,1
journal of cerebral blood flow and metabolism,journal of oncology,1
intrinsically disordered proteins,journal of biomolecular structure and dynamics,1
journal of adolescent research,youth and society,1
journal of cerebral blood flow and metabolism,journal of muscle research and cell motility,1
journal of adult development,journal of computing in higher education,1
american journal of healthsystem pharmacy,journal of dermatological science,1
journal of cerebral blood flow and metabolism,journal of neuroimmune pharmacology,1
american journal of medical genetics part a,biochemistry moscow,1
american journal of healthsystem pharmacy,journal of dietary supplements,1
am pract dig treat,pa med j 1928,1
journal of adult development,journal of consulting and clinical psychology,1
journal of adult development,journal of consulting psychology,1
am pract dig treat,pharmacol rev,1
american journal of healthsystem pharmacy,journal of drug issues,1
journal of cerebral blood flow and metabolism,journal of nervous  mental disorders,1
american journal of healthsystem pharmacy,journal of drugs in dermatology jdd,1
intrinsically disordered proteins,progress in biophysics and molecular biology,1
american educator,electronic journal of combinatorics,1
intrinsically disordered proteins,nature reviews molecular cell biology,1
journal of cerebral blood flow and metabolism,journal of molecular medicine,1
intrinsically disordered proteins,protein expression and purification,1
j cell sci,natural sciences and engineering research council of canada,1
am pract dig treat,phys med biol,1
american journal of healthsystem pharmacy,journal of electrocardiology,1
journal of cerebral blood flow and metabolism,journal of midwifery  womens health,1
am pract dig treat,scand j clin lab invest suppl,1
american journal of healthsystem pharmacy,journal of emergency nursing,1
journal of adult development,journal of development studies,1
journal of cerebral blood flow and metabolism,journal of medical toxicology,1
intrinsically disordered proteins,protein science,1
american journal of medical genetics part a,biochemical pharmacology,1
american educator,educause review,1
intrinsically disordered proteins,nucleic acids research,1
am pract dig treat,otolaryngol head neck surg,1
intrinsically disordered proteins,journal of chemical information and modeling,1
am pract dig treat,methods med res,1
american journal of medical genetics part a,biochimica et biophysica acta bba  gene regulatory mechanisms,1
am pract dig treat,j med soc nj,1
american journal of healthsystem pharmacy,journal of clinical rheumatology,1
j cell sci,nature reviews clinical oncology,1
j cell sci,nature reviews cardiology,1
journal of adult development,journal of american culture,1
am pract dig treat,j trauma,1
journal of adult development,journal of applied social psychology,1
