source,target,weight
proceedings of the royal society a mathematical physical and engineering sciences,science  diplomacy,1
acta biomater,gene therapy,1
acta biomater,hum pathol,1
proceedings of the royal society a mathematical physical and engineering sciences,science of advanced materials and processes national sampe symposium 30,1
acta biomater,hoppeseylers zeitschrift fxfcr physiologische chemie,1
proceedings of the royal society a mathematical physical and engineering sciences,semiconductor science and technology,1
proceedings of the royal society a mathematical physical and engineering sciences,sensors and actuators a physical,1
proceedings of the royal society a mathematical physical and engineering sciences,sensors and actuators b chemical,1
proceedings of the royal society a mathematical physical and engineering sciences,sfin institute of physics belgrade year xv,1
proceedings of the royal society a mathematical physical and engineering sciences,siam journal on applied mathematics,1
proceedings of the royal society a mathematical physical and engineering sciences,siam journal on matrix analysis and applications,1
proceedings of the royal society a mathematical physical and engineering sciences,siam journal on scientific computing,1
proceedings of the royal society a mathematical physical and engineering sciences,sigact news,1
proceedings of the royal society a mathematical physical and engineering sciences,slavic review,1
proceedings of the royal society a mathematical physical and engineering sciences,small ruminant research,1
acta biomater,graefes arch clin exp ophthalmol,1
acta biomater,genome integr,1
proceedings of the royal society a mathematical physical and engineering sciences,soundings an interdisciplinary journal,1
proceedings of the royal society a mathematical physical and engineering sciences,south african journal of science,1
proceedings of the royal society a mathematical physical and engineering sciences,soviet journal of experimental and theoretical physics,1
proceedings of the royal society a mathematical physical and engineering sciences,soviet journal of quantum electronics,1
proceedings of the royal society a mathematical physical and engineering sciences,soviet life,1
acta biomater,genes cancer,1
proceedings of the royal society a  n,proceedings of the royal society of london a  n,1
acta biomater,international journal of solids and structures,1
acta biomater,j am chem soc,1
proceedings of the royal society a,the 5th nips workshop on optimization for machine learning opt2012,1
proceedings of the royal society a,the annals of mathematical statistics,1
acta biomater,journal of forensic sciences,1
acta biomater,journal of food engineering,1
proceedings of the royal society a,the atlantic,1
proceedings of the royal society a,the british journal of psychiatry,1
proceedings of the royal society a,the condor,1
acta biomater,journal of experimental biology,1
proceedings of the royal society a,the geographical journal,1
proceedings of the royal society a,the histochemical journal,1
proceedings of the royal society a,the journal of experimental medicine,1
proceedings of the royal society a,the journal of physical chemistry letters,1
proceedings of the royal society a,the journal of physiology,1
proceedings of the royal society a,the journal of risk finance,1
acta biomater,journal of cellular and molecular medicine,1
proceedings of the royal society a,the mathematics of motion camouflage,1
proceedings of the royal society a,the mineralogical record,1
proceedings of the royal society a,the new atlantis,1
acta biomater,journal of biomedical materials research,1
proceedings of the royal society a,the physics teacher,1
proceedings of the royal society a,the scientist,1
proceedings of the royal society a,the truth seeker,1
acta biomater,journal of materials science letters,1
proceedings of the royal society a,technxe9 research in philosophy and technology,1
proceedings of the royal society a,theoretical chemistry accounts,1
proceedings of the royal society a,technology and culture,1
proceedings of the royal society a,skalk,1
proceedings of the royal society a,smart mater struct,1
acta biomater,journal of porous materials,1
acta biomater,journal of polymer science part b polymer physics,1
acta biomater,journal of physiology and pharmacology,1
proceedings of the royal society a,sov phys doklady,1
proceedings of the royal society a,soviet physics,1
proceedings of the royal society a,soviet physics doklady,1
acta biomater,journal of physics condensed matter,1
acta biomater,journal of petroleum science and engineering,1
proceedings of the royal society a,spectroscopy,1
acta biomater,journal of optics,1
proceedings of the royal society a,stain technology,1
proceedings of the royal society a,stem cells,1
proceedings of the royal society a,structural safety,1
proceedings of the royal society a,structure,1
proceedings of the royal society a,studia ecologiae et bioethicae uksw,1
proceedings of the royal society a,studies in history and philosophy of science part b studies in history and philosophy of modern physics,1
proceedings of the royal society a,studies in history and philosophy of science part c studies in history and philosophy of biological and biomedical sciences,1
acta biomater,journal of molecular biology,1
proceedings of the royal society a,systems engineering,1
proceedings of the royal society a,theoretical biology  medical modelling,1
proceedings of the royal society a,theranostics,1
proceedings of the royal society a,zeitschrift fxfcr naturforschung,1
proceedings of the royal society a,uspekhi fizicheskikh nauk,1
acta biomater,j mater res,1
acta biomater,j mater chem,1
acta biomater,j immunother,1
acta biomater,j gen microbiol,1
proceedings of the royal society a,whos who,1
proceedings of the royal society a,wikijournal of medicine,1
proceedings of the royal society a,wiley interdisciplinary reviews nanomedicine and nanobiotechnology,1
acta biomater,j exp orthop,1
acta biomater,j dairy sci,1
proceedings of the royal society a,xray spectrometry,1
proceedings of the royal society a,yachting,1
proceedings of the royal society a,yakugaku zasshi,1
proceedings of the royal society a,yale journal of biology and medicine,1
proceedings of the royal society a,z anorg allg chem,1
acta biomater,j chem educ,1
acta biomater,j bone joint surg,1
proceedings of the royal society a,z naturforsch a,1
acta biomater,j biomed mater res,1
proceedings of the royal society a,z tech phys,1
acta biomater,j biomed biotechnol,1
proceedings of the royal society a,zeitschrift fxfcr kristallographie kristallgeometrie kristallphysik kristallchemie,1
proceedings of the royal society a,vaccine,1
acta biomater,j mater sci mater med,1
acta biomater,journal of applied mathematics and mechanics,1
acta biomater,j mol model,1
proceedings of the royal society a,time,1
proceedings of the royal society a,tissue antigens,1
proceedings of the royal society a,tissue eng,1
proceedings of the royal society a,toxicology,1
acta biomater,journal of alloys and compounds,1
acta biomater,jom journal of the minerals metals and materials society 37,1
acta biomater,jom,1
acta biomater,j vis exp,1
acta biomater,j surg res,1
acta biomater,j sensors transducers,1
proceedings of the royal society a,tree physiol,1
proceedings of the royal society a,trends in biochemical sciences,1
proceedings of the royal society a,trends in cell biology,1
proceedings of the royal society a,trends in ecology and evolution,1
proceedings of the royal society a,tribology international,1
proceedings of the royal society a,u penn dept of elec and sys engineering,1
acta biomater,j pharm pharmacol,1
proceedings of the royal society a,ullmanns encyclopedia of industrial chemistry,1
acta biomater,j ocul pharmacol ther,1
acta biomater,j neurosci res,1
acta biomater,j natl cancer inst,1
proceedings of the royal society,structure,1
proceedings of the royal society,statistics  probability letters,1
proceedings of the royal society b biological sciences,reliability engineering and system safety,1
proceedings of the royal irish academy,the westminster review,1
proceedings of the royal irish academy,the linnean,1
proceedings of the royal irish academy,the literary gazette,1
proceedings of the royal irish academy,the literary gazette and journal of belles lettres arts sciences etc,1
proceedings of the royal irish academy,the medieval review,1
proceedings of the royal irish academy,the monthly review,1
proceedings of the royal irish academy,the newengland magazine,1
proceedings of the royal irish academy,the quarterly journal of the geological society of london,1
proceedings of the royal irish academy,the sabbath school visiter,1
proceedings of the royal irish academy,the satirist or monthly meteor,1
acta biomaterialia,annu rev phys chem,1
proceedings of the royal irish academy,time and mind,1
proceedings of the royal irish academy section c,the artist and journal of home culture,1
proceedings of the royal irish academy,times higher education supplement,1
proceedings of the royal irish academy,transactions of the american medical association,1
