source,target,weight
journal of personal selling  sales management,sex roles,2
journal of personality,journal of personality and social psychology research,2
education and urban society,international journal of adolescent medicine and health,2
dna research,protein expression and purification,2
dna research,proteome sci,2
journal of medical genetics,journal of nervous and mental disease,2
annals of the new york academy of sciences,the aging male,2
dna research,public health reports,2
dna research,regulatory peptides,2
journal of medical genetics,journal of neurobiology,2
alternative press music magazine,ccm magazine,2
education and urban society,harvard law review,2
journal of personal selling  sales management,social behavior and personality,2
annals of the new york academy of sciences,the academy,2
journal of personal finance,journal of research in crime and delinquency,2
journal of personal cyberconsciousness,science,2
journal of personal cyberconsciousness,quarterly review of biology,2
dna research,world journal of gastroenterology,2
dna research,trends in ecology  evolution,2
dna research,trends in food science and technology,2
annals of the new york academy of sciences,surg neurol int,2
journal of medical genetics,journal of the american dietetic association,2
dna research,trends in plant science,2
dna research,tropical medicine and infectious disease,2
education and treatment of children,journal of the american academy of child and adolescent psychiatry,2
alcohol health and research world,health  social work,2
dna research,vaccine,2
alternative press,the times of northwest indiana,2
education and treatment of children,journal of school psychology,2
journal of periodontology research,transactions of the royal society of edinburgh,2
journal of periodontology research,the journal of organic chemistry,2
alternative press,the tampa tribune,2
journal of medical genetics,journal of the american chemical society,2
dna research,zentralblatt fxfcr bakteriologie parasitenkunde infektionskrankheiten und hygiene,2
dna research,zhonghua yi xue yi chuan xue za zhi  zhonghua yixue yichuanxue zazhi  chinese journal of medical genetics,2
journal of periodontology research,org synth,2
annals of the new york academy of sciences,substance abuse treatment prevention and policy,2
journal of periodontology research,journal of the american chemical society,2
journal of periodontology,world journal of gastroenterology,2
journal of periodontology,weatherwise,2
journal of periodontology,vision res,2
annals of the new york academy of sciences,subst abuse rehabil,2
dna seq,faseb j,2
annals of the new york academy of sciences,subcellular biochemistry,2
journal of periodontology,veterinary research communications,2
journal of periodontology,veterinary parasitology,2
education and treatment of children,neuron,2
alternative press,times colonist,2
dna research,the journal of allergy and clinical immunology,2
journal of medical genetics,journal of proteome research,2
alternative press,urb,2
annals of the new york academy of sciences,systematics and biodiversity,2
annals of the new york academy of sciences,systematic zoology,2
annals of the new york academy of sciences,systematic and applied microbiology,2
dna research,the journal of immunology,2
annals of the new york academy of sciences,synthetic metals,2
annals of the new york academy of sciences,synthesis,2
dna research,the journal of pathology,2
dna research,the journal of pharmacology and experimental therapeutics,2
education and treatment of children,science,2
dna research,the journal of surgical research,2
dna research,the keio journal of medicine,2
journal of medical genetics,journal of postgraduate medicine,2
journal of personal and interpersonal loss,psychiatric annals,2
journal of medical genetics,journal of the american academy of child and adolescent psychiatry,2
alternative press,total guitar,2
journal of personal and interpersonal loss,journal of trauma  dissociation,2
dna research,the psychiatric clinics of north america,2
journal of persona and social psychology,psychological bulletin,2
education and treatment of children,psychological bulletin,2
journal of persona and social psychology,learning and individual differences,2
dna research,toxicology and applied pharmacology,2
journal of persona and social psychology,journal of personality and social psychology,2
annals of the new york academy of sciences,survey of anesthesiology,2
education and treatment of children,prevention science,2
education and treatment of children,physiological reviews,2
dna research,transplantation,2
education and treatment of children,personality and social psychology bulletin,2
annals of the new york academy of sciences,the journal of international medical research,2
dna research,human genomics,2
journal of periodontology,photonics  lasers in medicine,2
dna res,hum hered,2
annals of the new york academy of sciences,treatments in respiratory medicine,2
annals of the new york academy of sciences,travel medicine and infectious disease,2
journal of personality  social psychology,men and masculinities,2
annals of the new york academy of sciences,trauma violence and abuse,2
journal of medical ethics,review of social economy,2
dna res,j cell mol med,2
journal of medical ethics,revue medicale de bruxelles,2
journal of personality  social psychology,journal of youth and adolescence,2
annals of the new york academy of sciences,translational animal science,2
journal of personality  social psychology,journal of women  aging,2
dna res,j comp neurol,2
dna res,j dent res,2
annals of the new york academy of sciences,transl res,2
dna res,j endocrinol invest,2
education information technology,educational technology  society,2
dna res,j exp clin cancer res,2
dna res,j gen microbiol,2
journal of personality  social psychology,journal of the indian academy of applied psychology,2
dna res,j hered,2
dna res,j histochem cytochem,2
annals of the new york academy of sciences,transgend health,2
dna res,j hypertens,2
dna res,j inherit metab dis,2
journal of medical ethics,sage a scholarly journal on black women,2
dna res,j korean med sci,2
annals of the new york academy of sciences,transactions of the institute of british geographers,2
journal of personality  social psychology,journal of social issues,2
annals of the new york academy of sciences,transactions of the british mycological society,2
journal of medical ethics,saudi medical journal,2
education leadership,global journal of humansocial science,2
annals of the new york academy of sciences,trends cogn sci regul ed,2
journal of personality  social psychology,neuroimage,2
journal of personality  social psychology,organizational behavior and human decision processes,2
journal of personality  social psychology,pnas,2
journal of medical ethics,reproductive biology and endocrinology,2
annals of the new york academy of sciences,trudy paleontologicheskogo instituta akademiya nauk sssr,2
dna res,hybrid hybridomics,2
dna res,hypertens res,2
annals of the new york academy of sciences,tropical medicine and international health,2
journal of personality  social psychology,personnel review,2
journal of personality  social psychology,personnel psychology,2
journal of medical ethics,research in developmental disabilities,2
education libraries,wilson library bulletin,2
journal of personality  social psychology,personality  social psychology bulletin,2
annals of the new york academy of sciences,trends parasitol,2
journal of personality  social psychology,pediatrics,2
journal of medical ethics,respiratory care,2
dna res,j appl bacteriol,2
alternative report submitted to cedaw committee,ariel a review of international english literature,2
alcohol clin exp res,southern medical journal,2
journal of medical ethics,resuscitation science section 11,2
education leadership,international journal of research in humanities arts and literature,2
journal of personality  social psychology,neuropsychologia,2
annals of the new york academy of sciences,trends in urology  mens health,2
annals of the new york academy of sciences,trends in evolutionary biology,2
dna res,izv sib otd akad nauk sssr,2
annals of the new york academy of sciences,trends in endocrinology  metabolism,2
journal of personality  social psychology,neuron,2
education leadership,international journal of higher education,2
dna res,j alzheimers dis,2
dna res,j am chem soc,2
annals of the new york academy of sciences,transactions of the american neurological association,2
alcohol clin exp res,synapse,2
dna res,j mol evol,2
annals of the new york academy of sciences,tob control,2
journal of personality,trends cogn sci regul ed,2
dna res,journal of proteome research,2
journal of personality,transgender health,2
journal of personality,topics in cognitive science,2
journal of personality,they psychoanalytic quarterly,2
dna res,jpn j ophthalmol,2
annals of the new york academy of sciences,top curr chem,2
journal of personality,theory and research in social education,2
journal of medical ethics,soc sci med,2
journal of personality,theological studies,2
journal of personality,the yale journal of biology and medicine,2
journal of medical ethics,social indicators research,2
journal of medical ethics,social problems,2
journal of personality,the sciences,2
dna res,journal of molecular and cellular cardiology,2
alternative press music magazine,vox,2
dna res,metab clin exp,2
alternative press music magazine,vibe,2
annals of the new york academy of sciences,to be published,2
alcohol clin exp res,thromb res,2
alternative press music magazine,under the volcano,2
journal of medical ethics,sociological analysis,2
journal of medical ethics,sociological inquiry,2
annals of the new york academy of sciences,tissue engineering part c methods,2
annals of the new york academy of sciences,tissue engineering part a,2
journal of personality,the phi delta kappan,2
journal of medical ethics,sociology,2
annals of the new york academy of sciences,tissue barriers,2
alcohol clin exp res,the new england journal of medicine,2
journal of personality,trends in immunology,2
education gazette new zealand,education gazette new zealand,2
annals of the new york academy of sciences,toxicology and industrial health,2
annals of the new york academy of sciences,transactions of the american clinical and climatological association,2
dna res,j mol neurosci,2
education for socialists,science  society,2
dna res,j neuroinflammation,2
dna res,j neurol,2
dna res,j neurol sci,2
dna res,j neurooncol,2
journal of medical ethics,science news,2
dna res,j nurs staff dev,2
dna res,j nutr,2
dna res,j pediatr endocrinol metab,2
annals of the new york academy of sciences,toxicology in vitro,2
journal of personality,womens health,2
journal of personality,wired uk,2
journal of medical ethics,sexualities,2
journal of personality,wired,2
dna res,j thromb haemost,2
dna res,j vasc res,2
journal of personality,western journal of communication,2
journal of medical ethics,scientific review of mental health practice,2
journal of personality,victims and offenders,2
dna res,jordemodern,2
dna res,journal of affective disorders,2
alcohol clin exp res,the journal of emergency medicine,2
dna res,journal of cataract and refractive surgery,2
journal of medical ethics,sex roles,2
annals of the new york academy of sciences,torture,2
alcohol clin exp res,the lancet oncology,2
education next,indianapolis monthly,2
journal of personality  social psychology,population briefs,2
journal of personality,the leadership quarterly,2
dna res,horm metab res,2
journal of medical ethics,psychiatr serv,2
education policy analysis archives,international socialist review,2
alcohol clin exp res,psychiatry research,2
journal of personality and individual differences,the leadership quarterly,2
journal of medical ethics,psychiatr times,2
annals of the new york academy of sciences,vesalius,2
annals of the new york academy of sciences,vertebrate anatomy morphology palaeontology,2
annals of oncology,us preventive services task force evidence syntheses,2
education policy analysis archives,international journal of eportfolio,2
education policy analysis archives,interactive learning environments,2
alternative spirituality and religion review,brown university child  adolescent behavior letter,2
education policy analysis archives,harvard educational review,2
alcohol clin exp res,psychol assess,2
annals of the new york academy of sciences,verhandlungen der deutschen gesellschaft fxfcr pathologie,2
dna repair amst,toxicology letters,2
education policy analysis archives,global education review,2
dna repair amst,transfusion,2
education policy analysis archives,familyrelations family relations,2
dna repair amst,trends biochem sci,2
annals of the new york academy of sciences,vector borne and zoonotic diseases,2
dna repair amst,trends in genetics,2
alternative spirituality and religion review,book history,2
dna repair amst,trends mol med,2
dna repair amst,vaccine,2
journal of personality and individual differences,journal of vocational behavior,2
annals of the new york academy of sciences,vasa,2
journal of personality and individual differences,journal of personality assessment,2
education policy analysis archives,educational leadership,2
journal of medical ethics,psychiatry research,2
annals of the new york academy of sciences,vestnik rossiiskoi akademii meditsinskikh nauk,2
education policy analysis archives,journal of computer assisted learning,2
annals of the new york academy of sciences,vet med austria,2
dna repair amst,rna,2
alcohol clin exp res,postgrad med,2
alcohol clin exp res,prenat diagn,2
annals of oncology,united states federal register,2
journal of personality and social psychology,journal of promotion management,2
alcohol clin exp res,preventive medicine,2
dna repair amst,radiat res,2
education policy analysis archives,journal of substance abuse,2
journal of personality and social psychology,journal of preventive medicine and hygiene,2
journal of personality and social psychology,journal of presspolitics,2
journal of medical ethics,professional case management,2
education policy analysis archives,journal of public economics,2
dna repair amst,revue neurologique,2
journal of personality and social psychology,journal of popular culture,2
dna repair amst,sci aging knowledge environ,2
alcohol clin exp res,psychiatr genet,2
alcohol clin exp res,prostaglandins leukot essent fatty acids,2
dna repair amst,sci rep,2
annals of the new york academy of sciences,veterinary journal,2
alcohol clin exp res,prostaglandins leukotrienes and essential fatty acids,2
journal of personality and social psychology,journal of policy analysis and management,2
journal of personality and social psychology,journal of planning education and research,2
annals of the new york academy of sciences,veterinariia,2
journal of personality and social psychology,journal of physiologyparis,2
dna repair amst,seminars in immunology,2
dna repair amst,somatic cell and molecular genetics,2
dna repair amst,structure,2
annals of oncology,us oncology,2
alcohol clin exp res,przeglad lekarski,2
dna res,drug discovery today,2
dna res,drug news  perspectives,2
annals of the new york academy of sciences,us news and world report,2
alternative report submitted to cedaw committee,economic and political weekly,2
education next,procedia  social and behavioral sciences,2
journal of medical ethics,reason magazine,2
dna res,gene expr,2
education next,phi delta kappan,2
journal of personality  social psychology,public health rep,2
dna res,genes brain and behavior,2
annals of the new york academy of sciences,undergraduate journal of psychology,2
dna res,genesis,2
dna res,genet med,2
alcohol clin exp res,schizophr res,2
education next,monographs of the society for research in child development,2
journal of medical ethics,rejuvenation res,2
annals of the new york academy of sciences,ukrainian math j,2
journal of personality  social psychology,psychological science in the public interest,2
education next,psychol sci,2
journal of medical ethics,religious studies,2
journal of personality  social psychology,psychological reports,2
dna res,genomics proteomics bioinformatics,2
journal of personality  social psychology,psychological monographs,2
dna res,glia,2
