source,target,weight
electronic journal of vedic studies,jrgonia,1
electronic journal of vedic studies,journal of the canadian historical association,1
electronic journal of vedic studies,journal of the ceylon branch of the royal asiatic society 1969 xiii54,1
electronic journal of vedic studies,journal of the economic and social history of the orient,1
electronic journal of vedic studies,journal of the institute of asian studies,1
electronic journal of vedic studies,journal of the oxford centre for buddhist studies,1
annals of neurology,japanese journal of ophthalmology,1
electronic journal of vedic studies,journal of the royal asiatic society,1
electronic journal of vedic studies,journal of the royal asiatic society of sri lanka,1
annals of neurology,japanese journal of infectious diseases,1
electronic journal of vedic studies,journal of worldsystems research,1
electronic journal of vedic studies,philippine studies,1
electronic journal of vedic studies,plant science,1
electronic journal of statistics,statistical science,1
electronic journl for history of probability and statistics,mathematische zeitschrift,1
electronic journal of vedic studies,volume 2,1
electronic journal of vedic studies,wesleyan juvenile offering,1
electronic journal of vedic studies,west virginia archeologist,1
electronic journal of vedic studies ejvs,journal asiatique,1
electronic journal of vedic studies ejvs,journal for the study of religion,1
electronic journal of vedic studies ejvs,journal of indoeuropean studies,1
electronic journal of vedic studies ejvs,religion compass,1
electronic journal of vedic studies ejvs,the journal of hindu studies,1
electronic journl for history of probability and statistics,inventiones mathematicae,1
electronic journl for history of probability and statistics,journal of statistics education,1
electronic journl for history of probability and statistics,probability surveys,1
electronic journal of vedic studies,trop agric res ser,1
electronic journl for history of probability and statistics,probability theory and related fields,1
electronic journl for history of probability and statistics,proceedings of the sixth berkeley symposium on mathematical statistics and probability,1
electronic journl for history of probability and statistics,russian mathematical surveys,1
electronic journl for history of probability and statistics,statistical science,1
electronic journl for history of probability and statistics,statistics and probability letters,1
electronic journl for history of probability and statistics,theory probab appl,1
electronic journl for history of probability and statistics,transactions of the american mathematical society,1
electronic learning,informatica oggi,1
electronic learning,journal of educational computing research,1
electronic learning,nassp bulletin,1
electronic journal of vedic studies,usi journal,1
electronic journal of vedic studies,times higher education supplement,1
annals of neurology,j trauma,1
electronic journal of vedic studies,social forces,1
annals of neurology,j toxicol clin toxicol,1
electronic journal of vedic studies,proceedings of the british academy,1
electronic journal of vedic studies,proceedings of the royal irish academy,1
electronic journal of vedic studies,publications of the astronomical society of the pacific,1
annals of neurology,j stud alcohol drugs,1
electronic journal of vedic studies,refugee studies centre u2013 working papers,1
electronic journal of vedic studies,res anthropology and aesthetics,1
annals of neurology,j pediatr rio j,1
annals of neurology,j pathol bacteriol,1
annals of neurology,j nutr health aging,1
electronic journal of vedic studies,socialist india,1
electronic journal of vedic studies,time and mind,1
electronic journal of vedic studies,studia iranica,1
electronic journal of vedic studies,studia orientalia,1
electronic journal of vedic studies,the american journal of sociology,1
electronic journal of vedic studies,the diverse architectural world of the indian subcontinent,1
electronic journal of vedic studies,the economic history review,1
annals of neurology,j neurosurg,1
annals of neurology,j neurosci methods,1
electronic journal of vedic studies,the journal of physiology,1
electronic journal of vedic studies,the journal of the oriental society of australia,1
electronic journal of vedic studies,theatre journal,1
electronic journal of vedic studies,journal of applied ecology,1
annals of neurology,jnci journal of the national cancer institute,1
electronic journal of vedic studies,jea,1
electronic journal of sustainable development,southern economic journal,1
electronic journal of sustainable development,physics today,1
electronic journal of sustainable development,plos biology,1
electronic journal of sustainable development,pnas,1
electronic journal of sustainable development,population and development review,1
electronic journal of sustainable development,proceedings of the royal society,1
electronic journal of sustainable development,review of social economy,1
electronic journal of sustainable development,revista oeconomica,1
electronic journal of sustainable development,science advances,1
electronic journal of sustainable development,social evolution  history,1
electronic journal of sustainable development,solutions,1
electronic journal of sustainable development,space policy,1
electronic journal of sustainable development,new political economy,1
electronic journal of sustainable development,the electronic journal of sustainable development,1
electronic journal of sustainable development,the journal of strategic studies,1
electronic journal of sustainable development,the physics teacher,1
electronic journal of sustainable development,the scientist,1
electronic journal of sustainable development,waste management,1
electronic journal of the european union,federal gazette,1
annals of neurology,journal of attention disorders,1
electronic journal of the european union,schweizer eisenbahnrevue,1
electronic journal of the faculty of civil engineering osijek u2013 egfos,miscellanea geographica u2013 regional studies on development,1
electronic journal of the faculty of civil engineering osijek u2013 egfos,procedia  social and behavioral sciences,1
electronic journal of sustainable development,obesity reviews,1
electronic journal of sustainable development,mssi research paper,1
electronic journal of vedic studies,jared s klein u2013 kazuhiko yoshida eds indic across the millennia from the rigveda to modern indoaryan pp 145152,1
electronic journal of structural engineering,memorial tributes,1
electronic journal of statistics,statistics,1
annals of neurology,journal of biological standardization,1
electronic journal of statistics,technometrics,1
electronic journal of statistics,the economic journal,1
electronic journal of statistics,the london edinburgh and dublin philosophical magazine and journal of science,1
electronic journal of statistics,theory of probability and its applications,1
electronic journal of structural engineering,electronic journal of structural engineering,1
electronic journal of structural engineering,international journal of solids and structures,1
electronic journal of structural engineering,isrn civil engineering,1
annals of neurology,journal of biochemistry and molecular biology,1
electronic journal of structural engineering,nonlinear dynamics,1
electronic journal of sustainable development,monthly review,1
electronic journal of sustainable development,environmental values,1
electronic journal of sustainable development,evolution,1
electronic journal of sustainable development,foreign policy,1
electronic journal of sustainable development,geochemical perspectives,1
electronic journal of sustainable development,hco astronomy 98,1
electronic journal of sustainable development,iatss research,1
electronic journal of sustainable development,international policy network,1
electronic journal of sustainable development,jama pediatrics,1
electronic journal of sustainable development,lancet,1
electronic journal of sustainable development,migration policy,1
electronic journal of the faculty of civil engineering osijek u2013 egfos,railway pro magazine,1
electronic journal of theoretical chemistry,industrial  engineering chemistry process design and development,1
electronic journal of theoretical chemistry,journal of alloys and compounds,1
annals of neurology,journal of agricultural and food chemistry,1
electronic journal of vedic studies,historiographia linguistica,1
electronic journal of vedic studies,history of education,1
electronic journal of vedic studies,history of science philosophy  culture in indian civilization vol part a golden chain gc pande ed pp,1
electronic journal of vedic studies,history of technology,1
electronic journal of vedic studies,horological journal,1
electronic journal of vedic studies,human biology,1
annals of neurology,journal of alzheimers disease reports,1
