source,target,weight
digital communications and networks,it pro,1
digital communications and networks,journal of network and computer applications,1
digital communications and networks,journal of sensor and actuator networks,1
digital communications and networks,mit technology review,1
digital communications and networks,neuroethics,1
digital communications and networks,nfc  proximity solutions u2013 wima monaco,1
digital communications and networks,renewable and sustainable energy reviews,1
digital communications and networks,scientific american,1
digital communications and networks,technology innovation management review,1
digital comprehensive summaries of uppsala dissertations from the faculty of social sciences,nutrition  dietetics the journal of the dietitians association of australia,1
digital communications and networks,the european conference on networks and communications eucnc2014,1
digital communications and networks,the journal of machine learning research,1
digital communications and networks,the silicon engine a timeline of semiconductors in computers,1
digital communications and networks,transportation research board trb annual meeting washington dc usa,1
digital communications and networks,trends in biotechnology,1
digital communications and networks,wired,1
digital communications and networks,wireless communications and mobile computing,1
digital comprehensive summaries of uppsala dissertations from the faculty of social sciences,frontiers in public health,1
digital comprehensive summaries of uppsala dissertations from the faculty of social sciences,journal of human nutrition and dietetics,1
digital comprehensive summaries of uppsala dissertations from the faculty of social sciences,nutricixf3n hospitalaria,1
annals of tropical paediatrics,singapore medical journal,1
digital computer newsletter  digital computer newsletter,the american statistician,1
digital journal,forbes,1
annals of tropical paediatrics,prenatal diagnosis,1
digital creativity,wired,1
digital culture  society,geojournal,1
digital culture  society,mediaciones,1
digital culture  society,shaping inquiry in culture communication and media studies,1
digital culture and society,international journal of communication,1
digital culture and society,north carolina law review,1
digital de sevilla,el norte de castilla,1
annals of tropical paediatrics,psychopathology,1
digital de sevilla,el perixf3dico de catalunya,1
digital de sevilla,el plural,1
digital de sevilla,la vanguardia,1
digital creativity,theory culture  society,1
digital design,homebrew computer club newsletter,1
digital design,radioelectronics,1
digital design,sigcse bulletin,1
digital dialogue  employee newsletter of digital research inc,digital dialogue  employee newsletter of digital research inc,1
digital dialogue digital research,digital research news  for digital research users everywhere,1
digital difference perspectives on online learning,hungarian journal of english and american studies hjeas,1
digital difference perspectives on online learning,library trends,1
digital difference perspectives on online learning,metaphilosophy,1
digital difference perspectives on online learning,munich personal repec archive mpra paper no 22906,1
digital directions,education week,1
digital creativity,transition,1
digital creativity,the visual computer,1
digital creativity,digital creativity,1
digital creativity,journal of librarianship and information science,1
digital creativity,existenz  an international journal in philosophy religion politics and the arts,1
digital creativity,film history,1
digital creativity,first monday,1
digital creativity,gay and lesbian quarterly glq,1
digital creativity,hz,1
digital creativity,ieee multimedia,1
digital creativity,intelligent agent,1
digital creativity,international conference  media and information literacy for knowledge societies,1
digital creativity,international journal of the arts in society,1
digital creativity,journal of black studies,1
digital creativity,journal of visualization and computer animation,1
digital creativity,the open page,1
digital creativity,leonardo music journal,1
digital creativity,proceedings of the first european conference on artificial life,1
digital creativity,recent research developments in learning technologies,1
digital creativity,school libraries worldwide,1
digital creativity,siggraph 90 proceedings,1
digital creativity,siggraph 91 proceedings,1
digital creativity,siggraph 94 proceedings,1
digital creativity,teknokultura,1
digital creativity,textual resources,1
digital creativity,the historical journal,1
digital communications and networks,informatikspektrum,1
digital communications and networks,indoor and built environment,1
digital communications and networks,imia yearbook of medical informatics 2008,1
annals of tropical research,critical reviews in food science and nutrition,1
digital applications in archaeology and cultural heritage,digital applications in archaeology and cultural history,1
digital applications in archaeology and cultural heritage,in ej maney jr and ch ellis jr eds diving for science1997,1
digital applications in archaeology and cultural heritage,isprs u2013 international archives of the photogrammetry remote sensing and spatial information sciences,1
digital applications in archaeology and cultural heritage,micronesian journal of the humanities and social sciences,1
digital applications in archaeology and cultural heritage,royal numismatic society,1
digital applications in archaeology and cultural heritage,world archaeology,1
digital applications in archaeology and cultural history,royal numismatic society,1
annals of tropical research,efsa journal,1
annals of tropical research,current anthropology,1
annals of tropical research,crop science,1
annals of tropical research,bioscience,1
digit signal process,siam journal on imaging sciences,1
annals of tropical research,asianaustralasian journal of animal sciences,1
annals of tropical research,annual review of plant biology,1
annals of tropical paediatrics,who malaria publications,1
