source,target,weight
educational researcher,journal for research and mathematics education,2
dissertation abstract international,dissertation abstracts international,2
journal of mathematical modelling and algorithms,maximum entropy and bayesian methods 1995,2
dissertation abstracts international,imagination cognition and personality,2
dissertation abstracts international,dissertation abstracts international,2
dissertation abstracts international,dissertation abstracts international b,2
journal of pharmacy and pharmacology,ultrasound in medicine  biology,2
dissertation abstracts international,economics and philosophy,2
journal of pharmacy and pharmacology,tropical plant biology,2
dissertation abstracts international,employee responsibilities and rights journal,2
educational researcher,international journal of humancomputer studies,2
dissertation abstracts international,european journal of psychological assessment,2
journal of pharmacy and pharmacology,thorax,2
journal of pharmacy and pharmacology,the lancet infectious diseases,2
dissertation abstracts international,hippocampus,2
journal of mathematical physics,journal of the optical society of america a,2
educational researcher,international journal of artificial intelligence in education,2
dissertation abstracts international,indian journal of clinical psychology,2
dissertation abstracts humanities and social sciences,neuroreport,2
journal of mathematical physics,journal of the optical society of america b,2
dissertation abstracts international,industrial and organizational psychology perspectives on science and practice,2
journal of pharmacy and pharmacology,the journal of clinical endocrinology and metabolism,2
dissertation abstracts international,international journal of group psychotherapy,2
dissertation abstracts international,j bus res,2
journal of pharmacy and pharmacology,the biochemical journal,2
educational researcher,integrative psychological and behavioral science,2
educational researcher,int j methods psychiatr res,2
annals of oncology,journal of bone and mineral research,2
annals of the royal college of surgeons of england,journal of neurology,2
annals of the royal college of surgeons of england,journal of minimal access surgery,2
dissertation abstracts international,journal of attention disorders,2
journal of pharmacy and pharmacology,tetrahedron letters,2
dissertation abstracts humanities and social sciences,psychological science in the public interest,2
journal of mathematical physics,journal of the acoustical society of america,2
educational researcher,jama,2
dissertation abstract international,professional school counseling,2
dissertation abstract international,international journal of psychoanalysis,2
journal of pharmacy practice,neurogastroenterology  motility,2
educational researcher,j r soc med,2
dissertation abstract international,journal of clinical psychology,2
alcohol,world journal of gastroenterology,2
annals of the royal college of surgeons of england,journal of orthopaedic  sports physical therapy,2
journal of mathematical physics,journal of mathematics and mechanics,2
journal of mathematical physics,journal of modern optics,2
dissertation abstract international,journal of learning disabilities,2
educational researcher,j clin epidemiol,2
journal of mathematical physics,journal of molecular modeling,2
journal of mathematical physics,journal of neurosurgery,2
dissertation abstract international,professional psychology research and practice,2
dissertation abstract international,psychiatry,2
dissertation abstracts humanities and social sciences,information standards quarterly,2
dissertation abstract international,psychological bulletin,2
alcohol,world journal of hepatology,2
dissertation abstract international,the arts in psychotherapy,2
alternatives journal,heresies,2
journal of pharmacy and pharmacology,xenobiotica,2
dissertation abstracts,marine biology,2
journal of mathematical physics,journal of soviet mathematics,2
journal of pharmacy and pharmacology,wetlands ecology and management,2
journal of pharmacy and pharmacology,wetland science,2
educational researcher,international journal of social research methodology,2
journal of mathematical physics,journal of statistical mechanics theory and experiment,2
dissertation abstracts cambridge university,zoological journal of the linnean society,2
educational researcher,international journal of management reviews,2
dissertation abstracts international b,psychological bulletin,2
journal of pharmacy and pharmacology,journal of the chemical society perkin transactions 1,2
journal of mathematical imaging and vision,machine vision and applications,2
journal of pharmacy  pharmaceutical sciences,lipids,2
journal of mathematical physics,the michigan mathematical journal,2
alcohol alcohol,american journal of epidemiology,2
journal of pharmacy  bioallied sciences,plos one,2
journal of mathematical physics,theoretical and mathematical physics,2
educational research journal,journal of personnel psychology,2
annals of the royal college of surgeons of england,human reproduction,2
dissertation thesis institute of psychology russian academy of sciences moscow,psychological journal psichologicheskii zjurnal,2
journal of pharmacy  bioallied sciences,oral surgery oral medicine oral pathology and oral radiology,2
journal of mathematical physics,topology,2
journal of pharmacy  bioallied sciences,oral diseases,2
educational research journal,international journal of management reviews,2
journal of mathematical physics,ukrainian math j,2
journal of pharmacy  bioallied sciences,nature nanotechnology,2
journal of mathematical physics,water resources research,2
journal of mathematical physics,wiener sitzungsberichte 2a,2
journal of pharmacy  bioallied sciences,molecular and cellular biochemistry,2
educational research and evaluation,the modern language journal,2
journal of pharmacy  bioallied sciences,medicina oral patologia oral y cirugia bucal,2
dissertation thesis master of arts  ma  university of british columbia vancouver canada,xray magazine,2
educational research and evaluation,the educational and developmental psychologist,2
educational research and evaluation,tesol quarterly,2
journal of pharmacy  bioallied sciences,lancet,2
alternatives in insect management,animal behaviour,2
journal of mathematical psychology,journal of parapsychology,2
journal of pharmacy  bioallied sciences,journal of pharmacy  bioallied sciences,2
journal of mathematical psychology,journal of personality and social psychology,2
journal of mathematical psychology,journal of the international neuropsychological society,2
journal of mathematical psychology,judgment and decision making,2
dissertation thesis phd  the florida state university,xray magazine,2
educational research journal,the leadership quarterly,2
journal of mathematical physics,the mathematical gazette,2
dissertation thesis institute of psychology russian academy of sciences moscow,international journal of psychology and psychological therapy,2
annals of the royal college of surgeons of england,indian journal of anaesthesia,2
journal of pharmacy  pharmaceutical sciences,journal of toxicology clinical toxicology,2
journal of pharmacy  pharmaceutical sciences,journal of the national comprehensive cancer network,2
annals of the royal college of surgeons of england,injury,2
dissertation for the doctoral degree of the department of biology of the faculty of mathematics computer science and natural sciences at the university of hamburg,mammal review,2
educational research review,human factors,2
annals of oncology,journal of dance and somatic practices,2
alternatives in insect management,journal of ethnobiology,2
annals of the royal college of surgeons of england,infectious diseases of poverty,2
dissertation for the doctoral degree of the department of biology of the faculty of mathematics computer science and natural sciences at the university of hamburg,neuroscience,2
educational research review,health education research,2
dissertation for the doctoral degree of the department of biology of the faculty of mathematics computer science and natural sciences at the university of hamburg,plos one,2
journal of mathematical physics,tellus,2
dissertation for the doctoral degree of the department of biology of the faculty of mathematics computer science and natural sciences at the university of hamburg,science,2
annals of the royal college of surgeons of england,indian j med microbiol,2
dissertation thesis institute of psychology russian academy of sciences moscow,frontiers in psychology,2
dissertation for the doctoral degree of the department of biology of the faculty of mathematics computer science and natural sciences at the university of hamburg,the international journal of animal sound and its recording,2
alcohol alcohol,am j prev med,2
journal of mathematical physics,the british journal for the philosophy of science,2
educational research review,european journal of psychology of education,2
alternatives in insect management,current biology,2
alcohol alcohol,am j psychiatry,2
dissertation of the university of leipzig,f  h fxf6rdern und heben u2013 zeitschrift fxfcr materialfluss und automation in produktion lager transport und umschlag,2
alcohol alcohol,am j public health,2
alcohol alcohol,am j ther,2
educational research review,educational review,2
journal of pharmacy  bioallied sciences,seminars in orthodontics,2
alcohol alcohol,american economic journal applied economics,2
journal of mathematical physics,the journal of physical chemistry a,2
dissertation universitxe4t jena,infect immun,2
dissertation universitxe4t jena,j bacteriol,2
journal of pharmacology and pharmacotherapeutics,the new england journal of medicine,2
journal of pharmacology and experimental therapeutics,yao xue xue bao,2
dissertationes pharm,journal of medicinal chemistry,2
journal of mathematical psychology,perception  psychophysics,2
educational research,school psychology quarterly,2
dissertations,journal of womens history,2
educational research,scandinavian journal of medicine and science in sports,2
educational research,scandinavian journal of medicine and science in sport,2
journal of mathematical psychology,perspectives on psychological science,2
dissertations,reproductive health matters,2
journal of pharmacology and pharmacotherapeutics,journal of psychopharmacology,2
educational research,scand j med sci sports,2
alternatives global local political,the historical journal,2
educational research,revue des sciences et techniques des activitxe9s physiques et sportives,2
alcohol alcohol,annals of internal medicine,2
dissertations  sungkyunkwan university graduate school of media information,etnews,2
educational research,science  sports,2
journal of pharmacology and experimental therapeutics,xenobiotica,2
educational research,quarterly journal of economics,2
journal of pharmacology and experimental therapeutics,western journal of medicine,2
educational research,psychonomic bulletin  review,2
journal of pharmacology and experimental therapeutics,vlaams diergeneeskundig tijdschrift,2
educational research,psychology in the schools,2
journal of pharmacology and experimental therapeutics,virginia medical monthly,2
educational research,psychological science,2
dissertations and masters theses campus access,environmental science  technology,2
journal of mathematical psychology,physical review x,2
dissertations and masters theses campus access,hydrol earth syst sci,2
alcohol alcohol,annals of neurology,2
educational research,psychol rep,2
annals of oncology,journal of ethnopharmacology,2
journal of pharmacology and pharmacotherapeutics,n engl j med,2
educational research,trials,2
journal of mathematical psychology,neuropsychologia,2
dissertation universitxe4t jena,pnas,2
dissertation university of hamburg faculty of mathematics and natural sciences,zeitschrift fxfcr physik a,2
dissertation university of michigan,journal of child language,2
educational research,the journal of medical investigation,2
journal of mathematical psychology,memory and cognition,2
alcohol alcohol,ann hepatol,2
dissertation zur erlangung des doctorgrades der naturwissenschaften johann wolfgang goetheuniversitxe4t in frankfurt am main,j vert paleontol,2
educational research,the economic and social review,2
journal of pharmacology and pharmacotherapeutics,psychological bulletin,2
annals of the royal college of surgeons of england,hernia,2
dissertation zur erlangung des doctorgrades der naturwissenschaften johann wolfgang goetheuniversitxe4t in frankfurt am main,proceedings of the biological society of washington,2
journal of mathematical psychology,nature reviews neuroscience,2
journal of mathematical psychology,neurol sci,2
dissertation zur erlangung des doctorgrades der naturwissenschaften johann wolfgang goetheuniversitxe4t in frankfurt am main,the canadian entomologist,2
journal of pharmacology and pharmacotherapeutics,nature,2
dissertation zur erlangung des doctorgrades der naturwissenschaften johann wolfgang goetheuniversitxe4t in frankfurt am main,vertebrata palasiatica,2
journal of pharmacology and pharmacotherapeutics,pharmacy and therapeutics,2
alternatives global local political,the journal of sexual medicine,2
journal of pharmacology and pharmacotherapeutics,pharmacological research,2
journal of mathematical psychology,omega,2
dissertation zur erlangung des doktorgrades der naturwissenschaften der fakultxe4t fxfcr biologie der ludwigmaximiliansuniversitxe4t mxfcnchen,marine biology,2
dissertation zur erlangung des doktorgrades der naturwissenschaften der fakultxe4t fxfcr biologie der ludwigmaximiliansuniversitxe4t mxfcnchen,marine ecology progress series,2
dissertation zur erlangung des doktorgrades der naturwissenschaften der fakultxe4t fxfcr biologie der ludwigmaximiliansuniversitxe4t mxfcnchen,science,2
educational research,studies in mental inefficiency,2
annals of oncology,journal of environmental radioactivity,2
educational research,sports exercise and injury,2
educational research,sportonomics,2
journal of mathematical psychology,organizational behavior and human decision processes,2
alcohol alcohol,am j med,2
educational research review,international journal of humancomputer interaction,2
dissertation abstracts international b,the arts in psychotherapy,2
educational research review,international statistical review,2
annals of the royal college of surgeons of england,journal of advanced research,2
educational research review,teaching and teacher education,2
journal of mathematical physics,physica b condensed matter,2
annals of the royal college of surgeons of england,jnci journal of the national cancer institute,2
educational research review,studies in educational evaluation,2
journal of pharmacy and bioallied sciences,journal of the american dental association,2
dissertation abstracts international section b the sciences and engineering,indian journal of community psychology,2
dissertation abstracts international section b the sciences and engineering,international journal of emergency mental health,2
alternatives in insect management,zoological journal of the linnean society,2
journal of pharmacy  pharmaceutical sciences,toxicology,2
dissertation abstracts international section b the sciences and engineering,j bus res,2
journal of mathematical physics,physics essays,2
dissertation abstracts international section b the sciences and engineering,jash,2
dissertation abstracts international section b the sciences and engineering,journal of abnormal psychology,2
dissertation abstracts international section b the sciences and engineering,journal of advanced nursing,2
educational research review,psychometrika,2
annals of oncology,journal of clinical endocrinology and metabolism,2
annals of the royal college of surgeons of england,j thorac cardiovasc surg,2
annals of the royal college of surgeons of england,j orthop traumatol,2
annals of the royal college of surgeons of england,j neurosurg,2
journal of mathematical physics,physics physique u0424u0438u0437u0438u043au0430,2
journal of pharmacy  pharmaceutical sciences,the journal of pharmacology and experimental therapeutics,2
journal of pharmacy  pharmaceutical sciences,the journal of experimental medicine,2
educational research review,philosophy of science,2
alternatives in insect management,science,2
educational research review,philosophical transactions of the royal society a,2
annals of the royal college of surgeons of england,j med biogr,2
annals of oncology,journal of clinical psychiatry,2
educational research review,personality and individual differences,2
dissertation abstracts international section b the sciences and engineering,generations,2
educational research review,the american journal of psychology,2
annals of the royal college of surgeons of england,journal of biological chemistry,2
dissertation abstracts international section b the sciences  engineering,journal of research in personality,2
journal of pharmacy and pharmacology,journal of the american medical association,2
dissertation abstracts international section a humanities and social sciences,journal of counseling psychology,2
journal of mathematical physics,philosophical transactions of the royal society a mathematical physical and engineering sciences,2
dissertation abstracts international section a the humanities and social sciences,nidu0101n international journal for indian studies,2
dissertation abstracts international section a the humanities and social sciences,through open doors  a view of asian cultures in kenya,2
dissertation abstracts international section b the sciences  engineering,european journal of personality,2
journal of mathematical physics,phys lett a,2
dissertation abstracts international section b the sciences  engineering,hormones and behavior,2
dissertation abstracts international section b the sciences  engineering,human nature,2
