source,target,weight
handbook of psychology and aging,journal of neurology neurosurgery and psychiatry,1
handbook of psychology,journal of sustainable finance  investment,1
handbook of psychology,perception and psychophysics,1
handbook of psychology,quarterly journal of experimental psychology a human experimental psychology,1
handbook of psychology,some mathematical questions in biology vi mathematical aspects of chemical and biochemical problems and quantum chemistry,1
handbook of psychology,stanford social innovation review,1
handbook of psychology,the journal of general psychology,1
handbook of psychology,theoretical concepts the childs psyche,1
handbook of psychology,xc1brahxe1m kovxe1cs ed reformed churches working unity in diversity global historical theological and ethical perspectives budapest lharmattan 2016,1
handbook of psychology and aging,journal of experimental psychology learning memory and cognition,1
handbook of psychology and aging,journal of neurolinguistics,1
handbook of psychology and aging,nature reviews neuroscience,1
handbook of psychology,j physiol,1
handbook of psychology and aging,neuropsychology,1
handbook of psychology and aging,neuropsychology development and cognition section b aging neuropsychology and cognition,1
handbook of psychology and aging,neuroscience and biobehavioral reviews,1
handbook of psychology and aging,psychological science,1
handbook of psychology and aging,psychonomic bulletin  review,1
handbook of psychology and aging,running head language in aging,1
handbook of psychology and aging,the new england journal of medicine,1
handbook of psychology and aging,trends in cognitive sciences,1
handbook of psychology industrial and organization psychology vol 12,health services research,1
handbook of psychology industrial and organization psychology vol 12,human factors,1
handbook of psychology,journal of experimental psychology human perception and performance,1
handbook of psychology,j neurosci,1
handbook of psychology industrial and organization psychology vol 12,international association for the advancement of space safety conference,1
handbook of positive psychology,journal of occupational health psychology,1
handbook of political theory,social forces,1
handbook of political theory,social movement studies,1
handbook of political theory,the american journal of sociology,1
handbook of political theory,the sociological review,1
handbook of political theory,theory and society,1
handbook of positive psychology,journal of consumer research,1
handbook of positive psychology,journal of counseling  development,1
handbook of positive psychology,journal of counseling psychology,1
handbook of positive psychology,journal of marital and family therapy,1
handbook of positive psychology,journal of occupational and organizational psychology,1
handbook of positive psychology,journal of social and personal relationships,1
handbook of psychology,international journal of psychoanalysis,1
handbook of positive psychology,nature,1
handbook of positive psychology,personal relationships,1
handbook of positive psychology,proceedings of the british psychological society,1
handbook of positive psychology,psychological review,1
handbook of positive psychology,reference reviews,1
handbook of positive psychology,sage open,1
handbook of positive psychology,shakespeare quarterly,1
handbook of pragmatics,the slavonic and east european review,1
handbook of psychology,int j psychoanal,1
handbook of psychology,international journal of aviation psychology,1
handbook of psychology industrial and organization psychology vol 12,human resource management,1
handbook of psychology industrial and organization psychology vol 12,international journal of aviation psychology,1
handbook of star forming regions volume ii the southern sky,the astrophysical journal supplement series,1
handbook of research methods in health social sciences,western journal of nursing research,1
handbook of research methods in health social sciences,journal of personality and social psychology,1
handbook of research methods in health social sciences,new directions for program evaluation,1
american spectator,businessweek,1
handbook of research methods in health social sciences,qualitative psychology a practical guide to research methods,1
handbook of research methods in health social sciences,qualitative research in psychology,1
handbook of research methods in health social sciences,qualitative research in sport exercise and health,1
handbook of research methods in health social sciences,sociological focus,1
handbook of research methods in health social sciences,ssrn,1
handbook of research methods in health social sciences,the counselling and psychotherapy research handbook,1
handbook of research methods in health social sciences,the sage handbook of qualitative research in psychology,1
handbook of research on comparative economic development perspectives on europe and the mena region,international review of financial analysis,1
handbook of research methods for studying daily life,psychological methods,1
handbook of research on comparative economic development perspectives on europe and the mena region,journal of monetary economics,1
handbook of research on comparative economic development perspectives on europe and the mena region,journal of the economic and social history of the orient,1
handbook of research on comparative economic development perspectives on europe and the mena region,north dakota law review,1
handbook of research on comparative economic development perspectives on europe and the mena region,oecd economics department working papers,1
handbook of research on comparative economic development perspectives on europe and the mena region,research in the sociology of organizations,1
handbook of research on comparative economic development perspectives on europe and the mena region,the journal of business of the university of chicago,1
handbook of research on comparative economic development perspectives on europe and the mena region,the journal of finance,1
handbook of research on comparative economic development perspectives on europe and the mena region,transnational institute,1
handbook of research on discourse behavior and digital communication language structures and social interaction,recent research developments in learning technologies,1
handbook of research on discourse behavior and digital communication language structures and social interaction,the free dictionary,1
american spectator,byte,1
handbook of randomized computing,theoretical computer science,1
handbook of psychology industrial and organization psychology vol 12,jhpee,1
handbook of psychology industrial and organization psychology vol 12,organization science,1
american spectator,copenhagen consensus center,1
