source,target,weight
china medical journal hospital supplement,the chinese medical journal,1
china medical journal hospital supplement,the intercollegian,1
china medical journal hospital supplement,the rockefeller foundation annual report,1
arch biochem biophys,current topics in microbiology and immunology,1
china perspectives,cultural anthropology,1
china perspectives,dep,1
china perspectives,design and culture,1
china perspectives,dialogue,1
china perspectives,dxeevxe2n du0130su0130plu0130nlerarasi xc7aliu015emalar dergu0130su0130,1
china perspectives,east asian history,1
china perspectives,east central europe,1
china perspectives,egyptian journal of archaeological and restoration studies,1
china perspectives,egyptian journal of archaeological and restoration studies ejars,1
china perspectives,environment and planning b planning and design,1
china perspectives,frontiers of  literary  studies in china,1
china numismatics,u6536u85cf,1
china perspectives,frontiers of history in china,1
china perspectives,gaming governance and public policy in macao,1
china perspectives,geography,1
china perspectives,geophysical journal international,1
china perspectives,habitat international,1
china perspectives,halshs,1
china perspectives,human mutation,1
china perspectives,indrastra global,1
china perspectives,internal medicine journal,1
china perspectives,international legal materials,1
china perspectives,ctc sentinel,1
arch biochem biophys,current treatment options in cardiovascular medicine,1
china perspectives,crossstraits technology and originated industry u6d77u5ce1u79d1u6280u4e0eu4ea7u4e1a,1
china perspectives,crisis states research centre working papers,1
china ocean engineering,cmes computer modeling in engineering  sciences,1
china ocean engineering,computer methods in applied mechanics and engineering,1
china ocean engineering,dyna,1
china ocean engineering,international journal of fracture,1
china ocean engineering,international journal of multiphase flow,1
china ocean engineering,journal of computational physics,1
china ocean engineering,landslides,1
china ocean engineering,philosophical magazine,1
china ocean engineering,proceedings of the 1996 canadian cfd conference,1
china ocean engineering,revista internacional de mxe9todos numxe9ricos para cxe1lculo y disexf1o en ingenierxeda,1
china ocean engineering,wood and fiber science,1
china outlook,current trends in islamist ideology,1
china outlook,human rights watch,1
china outlook,the central asiacaucasus analystb,1
china particuology,china particuology,1
arch biochem biophys,cutis,1
china perspectives,china review international,1
china perspectives,chinese language thought and culture nivison and his critics,1
china perspectives,christian science monitor,1
china perspectives,cinemascope,1
china perspectives,clin colon rectal surg,1
china portable medical devices report,naunynschmiedebergs archives of pharmacology,1
china portable medical devices report,review of scientific instruments,1
china media research,journal of marketing management,1
china review,international journal of china studies,1
china report,world politics,1
china review,china review,1
china review,chinese law  government,1
china review,chinese studies in philosophy,1
china review,comparative education review,1
china review,contemporary japan,1
china review,contemporary southeast asia,1
china review,early china,1
china review,habitat internatioinal,1
china review,habitat international,1
china review,international journal of social welfare,1
china report,u4e8cu5341u4e00u4e16u7eaa twentyfirst century,1
arch biochem biophys,computational biology and chemistry,1
china review,irasecs discussion paper,1
china review,jati u2013 journal of southeast asian studies,1
arch biochem biophys,comptes rendus de lacadxe9mie des sciences sxe9rie iii,1
china review,journal of contemporary asia,1
china review,journal of criminal law and criminology,1
china review,journal of current chinese affairs,1
china review,journal of east asia international law,1
china review,journal of east asian studies,1
china review,journal of the north china branch of the royal asiatic society,1
china report,united nations economic commission for europestatistical journal of the united nations economic commission for europe,1
china report,u4e2du5357u6c11u65cfu5927u5b66u5b66u62a5 u2014 u4ebau6587u793eu4f1au79d1u5b66u7248 journal of southcentral university for nationalities u2013 humanities and social sciences,1
china review,massachusetts institute of technology political science department,1
china report,strategy global forces 2007 proceedings,1
china report,quality of life research,1
china report,religion,1
china report,revue des mondes musulmans et de la mxe9diterranxe9e annxe9e,1
arch biochem biophys,curr drug targets,1
china report,secularization religion and the state,1
arch biochem biophys,curr diab rep,1
arch biochem biophys,critical reviews in oncologyhematology,1
china report,social  legal studies,1
arch biochem biophys,critical reviews in clinical laboratory sciences,1
china report,st petersburg annual of asian and african studies,1
china report,the annals of the american academy of political and social science,1
china report,u4e2du5357u6c11u65cfu5927u5b66u5b66u62a5 u2014 u4ebau6587u793eu4f1au79d1u5b66u7248 journal of southcentral university for nationalities humanities and social sciences,1
china report,the australian journal of chinese affairs,1
china report,the british journal of criminology,1
china report,the canadian journal of psychiatry,1
china report,the china journal,1
china report,the chinese historical review,1
arch biochem biophys,crit care med,1
china report,the journal of clinical psychiatry,1
china report,the journal of legislative studies,1
china report,theoretical criminology,1
arch biochem biophys,conn state med j,1
china review,journal of the royal asiatic society of great britain and ireland,1
china review,medical press and circular,1
china portable medical devices report,thorax,1
china review international,jianghai xuekan,1
china review international,erdkunde,1
arch biochem biophys,comp biochem physiol a comp physiol,1
arch biochem biophys,coll relat res,1
china review international,haskins society journal studies in medieval history,1
china review international,heritage journal of multidisciplinary studies in archaeology,1
china review international,hitotsubashi journal of economics,1
china review international,imagined communities constructing collective identities in medieval europe,1
china review international,index on censorship,1
china review international,indoiranian journal,1
china review international,international journal of asian studies,1
china review international,journal of asian american studies,1
china review international,economic record,1
china review international,journal of asian history,1
china review international,journal of asian martial arts,1
china review international,journal of chinese history,1
china review international,journal of chinese linguistics,1
china review international,journal of chinese philosophy,1
china review international,journal of chinese political science,1
china review international,journal of communist studies and transition politics,1
china review international,journal of international affairs,1
china review international,journal of modern literature in chinese nowikiu73feu4ee3u4e2du6587u6587u5b78u5b78u5831nowiki,1
china review international,journal of refugee studies,1
china review international,eighteenthcentury studies,1
china review international,comparative literature,1
china review,naval war college review,1
china review,the china review,1
china review,nbr special report,1
china review,nts insight,1
china review,paulson policy memorandum,1
china review,population space and place,1
china review,s rajanatnam school of international studies,1
arch biochem biophys,compend contin educ dent,1
china review,the asiapacific journal japan focus,1
china review,the australian journal of chinese affairs,1
arch biochem biophys,comparative biochemistry and physiology b,1
arch biochem biophys,comp biochem physiol b biochem mol biol,1
china review,the economist,1
china review international,choice reviews online,1
china review,the pacific review,1
china review,the washington quarterly,1
china review,the yale law journal,1
china review,transactions of the oriental ceramic society,1
china review,willamette journal of international law and dispute resolution,1
china review,world affairs,1
china review international,china review international,1
china review international,chinese language thought and culture nivison and his critics,1
china review international,chinese literature essays articles reviews clear,1
china review international,chinese literature today,1
china report,psychoneuroendocrinology,1
china report,progress in neuropsychopharmacology and biological psychiatry,1
china report,probation journal,1
china quarterly,the journal of asian studies,1
china quarterly,political studies,1
china quarterly,psychiatric times,1
china quarterly,revue bibliographique de sinologie,1
china quarterly,rutgers journal of law and religion,1
china quarterly,schizophrenia bulletin,1
china quarterly,social  legal studies,1
china quarterly,the australian journal of anthropology,1
china quarterly,the china journal,1
arch biochem biophys,current atherosclerosis reports,1
china quarterly,the economist,1
china quarterly,the princeton encyclopedia of islamic political thought,1
china quarterly,occasional papersreprints series in contemporary asian studies,1
china quarterly,tibetan review the monthly magazine on all aspects of tibet,1
china quarterly,u4e2du56fdu73afu5883u72b6u51b5u516cu62a5,1
china quarterly,vingtixe8me sixe8cle revue dhistoire,1
china quarterly,washington journal of modern china,1
china quarterly,xc9tudes chinoises,1
china regulatory enforcement quarterly,cina,1
arch biochem biophys,curr top cell regul,1
china regulatory enforcement quarterly,foreign affairs,1
china regulatory enforcement quarterly,journal of chinese political science,1
