source,target,weight
community mental health journal,public administration review,1
community mental health journal,public health rep,1
community mental health journal,public health reports,1
community mental health journal,quaker history,1
community mental health journal,qualitative health research,1
community mental health journal,quality of care newsletter,1
community mental health journal,quarterly journal of experimental psychology,1
community mental health journal,raritan,1
community mental health journal,rassegna di neurologia vegetativa,1
community mental health journal,recenti progressi in medicine,1
community mental health journal,reference reviews,1
community mental health journal,psychotherapy,1
community mental health journal,research in developmental disabilities,1
community mental health journal,research on social work practice,1
community mental health journal,review of economics and statistics,1
community mental health journal,rhode island medical journal,1
community mental health journal,scholarpedia,1
antiviral research,reference reviews,1
community mental health journal,seton hall university law school student scholarship,1
community mental health journal,social history of medicine,1
community mental health journal,social inclusion,1
antiviral research,radiat res,1
community mental health journal,psychotherapy theory research  practice,1
antiviral research,rev infect dis,1
community mental health journal,political science quarterly,1
community mental health journal,psychiatry research neuroimaging,1
community mental health journal,population research and policy review,1
community mental health journal,potchefstroom electronic law journalpotchefstroomse elektroniese regsblad,1
community mental health journal,prevention science,1
community mental health journal,professional psychology research and practice,1
antiviral research,scand j gastroenterol,1
community mental health journal,psychiatric news,1
antiviral research,rna biology,1
antiviral research,revue scientifique et technique,1
community mental health journal,psychiatry and clinical neurosciences,1
antiviral research,revue de pathologie generale et de physiologie clinique,1
community mental health journal,psychogeriatrics,1
community mental health journal,psychopharmacol bull,1
community mental health journal,psychological issues,1
community mental health journal,psychological reports,1
antiviral research,reviews in immunogenetics,1
antiviral research,rev soc bras med trop,1
antiviral research,rev sci tech,1
community mental health journal,psychology health  medicine,1
antiviral research,rev med virol,1
community mental health journal,psychology of women quarterly,1
community mental health journal,psychology today,1
community mental health journal,psychometric medicine,1
antiviral research,sci transl med,1
community mental health journal,journal of social work in disability  rehabilitation,1
community mental health journal,journal of social service research,1
community mental health journal,international journal of offender therapy  comparative criminology,1
community mental health journal,int j law psychiatry,1
community mental health journal,int j ment health syst,1
community mental health journal,international journal of clinical and experimental hypnosis,1
antiviral research,scientific data,1
community mental health journal,international journal of geriatric psychology,1
community mental health journal,international journal of health services,1
antiviral research,scientific american,1
community mental health journal,international journal of legal medicine,1
