Title,page_title
The zyxin-related protein TRIP6 interacts with PDZ motifs in the adaptor protein RIL and the protein tyrosine phosphatase PTP-BL,ptpn13
Overlapping of MINK and CHRNE gene loci in the course of mammalian evolution,chrne
The DNA sequence and comparative analysis of human chromosome 20,nrsn2
Enhancement of the p300 HAT activity by HIV-1 Tat on chromatin DNA,hist1h2bk
"Cloning and characterization of novel gene, DCRR1, expressed from Down's syndrome critical region of human chromosome 21q22.2",ttc3
Homologous ribosomal protein genes on the human X and Y chromosomes: escape from X inactivation and possible implications for Turner syndrome,rps4x
Structure and properties of the vacuolar (H+)-ATPases.,"atpase, h+ transporting, lysosomal v0 subunit a1"
"ARNO3, a Sec7-domain guanine nucleotide exchange factor for ADP ribosylation factor 1, is involved in the control of Golgi structure and function",cyth3
The role of the platelet glycoprotein IIb/IIIa in thrombosis and haemostasis.,integrin alpha 2b
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",otud4
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",oxr1
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",zgpat
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",rab22a
Influence of the mucosal epithelium microenvironment on Langerhans cells: implications for the development of squamous intraepithelial lesions of the cervix,ccl20
The gamma-crystallins and human cataracts: a puzzle made clearer,crygb
High mannose glycans and sialic acid on gp120 regulate binding of mannose-binding lectin (MBL) to HIV type 1,neu2
Molecular analysis of human glycophorin MiIX gene shows a silent segment transfer and untemplated mutation resulting from gene conversion via sequence repeats,gype
"Molecular cloning and expression of mouse Wnt14, and structural comparison between mouse Wnt14-Wnt3a gene cluster and human WNT14-WNT3A gene cluster.",wnt3a
Desmoglein 4 in hair follicle differentiation and epidermal adhesion: evidence from inherited hypotrichosis and acquired pemphigus vulgaris,desmoglein-4
"Cloning, expression and mapping of a novel RING-finger gene (RNF5), a human homologue of a putative zinc-finger gene from Caenorhabditis elegans",rnf5p1
Mutation analysis of novel human liver-related putative tumor suppressor gene in hepatocellular carcinoma,pinx1
ZHX proteins regulate podocyte gene expression during the development of nephrotic syndrome,zhx2
Cloning and characterization of the BRD7 gene promoter,brd7
Large-scale identification and characterization of human genes that activate NF-kappaB and MAPK signaling pathways,gpr89b
The LIFEdb database in 2006,utp3
Transcriptional repressor ZF5 identifies a new conserved domain in zinc finger proteins,zfp161
Structure of cytochrome b5 and its topology in the microsomal membrane.,"cytochrome b5, type a"
"The RhoA-binding protein, rhophilin-2, regulates actin cytoskeleton organization",rhpn1
"Cloning and comparative analysis of the bovine, porcine, and equine sex chromosome genes ZFX and ZFY",zfx
Human intestinal trefoil factor is expressed in human hypothalamus and pituitary: evidence for a novel neuropeptide,trefoil factor 3
Neurokinin B peptide serum levels are higher in normotensive pregnant women than in preeclamptic pregnant women,tac3
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",gja3
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",klc1
DNMT3L stimulates the DNA methylation activity of Dnmt3a and Dnmt3b through a direct interaction,dnmt3l
Reduced glomerular epithelial protein 1 expression and podocyte injury in immunoglobulin A nephropathy,ptpro
Diversity of N-acetylglucosamine-6-O-sulfotransferases: molecular cloning of a novel enzyme with different distribution and specificities,chst7
The Wolseley Fifteen-fifty,wolseley 15/50
Broadband sound can induce jumping behavior in invasive silver carp (Hypophthalmichthys molitrix),silver carp
TSR Profiles,warren spector
TSR Profiles,larry elmore
"Female genital mutilation: exploring strategies for ending ritualized torture; shaming, blaming, and utilizing the Convention against Torture",timeline of women's legal rights (other than voting)
A taxonomic revision of Caryocolum (Lepidoptera: Gelechiidae),caryocolum
Efficient Calculation of Heats of Formation,mulliken population analysis
Fortune-Telling in Mesopotamia,lecanomancy
The Butterfly Clues,the butterfly clues
Evidence of chemical communication in the spiny rat Trinomys yonenagae (Echimyidae): Anal scent gland and social interactions,yonenaga's atlantic spiny rat
GIS Mapping and Analysis of Tai Linguistic and Settlement Patterns in Southern China\n,mueang
Kleine\u2013Levin Syndrome: History and Brief Review,kleine–levin syndrome
A physical and transcript map of the MCOLN1 gene region on human chromosome 19p13.3-p13.2,cd320
Interferon-gamma selectively induces Rab5a synthesis and processing in mononuclear cells.,rab5c
"Variability in the upstream promoter and intron sequences of the human, mouse and chick type X collagen genes.","collagen, type x, alpha 1"
Dysregulation of Reg gene expression occurs early in gastrointestinal tumorigenesis and regulates anti-apoptotic genes,extl3
UV-induced ubiquitination of RNA polymerase II: a novel modification deficient in Cockayne syndrome cells,ercc8 (gene)
Proteomics of human umbilical vein endothelial cells applied to etoposide-induced apoptosis,dnajb11
A mutant deubiquitinating enzyme (Ubp-M) associates with mitotic chromosomes and blocks cell division,usp16
Site-specific mutations in human ferredoxin that affect binding to ferredoxin reductase and cytochrome P450scc,adrenal ferredoxin
The 'window' T-type calcium current in brain dynamics of different behavioural states.,cacna1h
The interaction between human pancreatic carboxylester hydrolase (bile-salt-stimulated lipase of human milk) and lactoferrin.,bile salt-dependent lipase
Genomic organization and transcriptional analysis of the human genes coding for caveolin-1 and caveolin-2.,caveolin 2
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).",eif4h
Exploring proteomes and analyzing protein processing by mass spectrometric identification of sorted N-terminal peptides.,frg1
The intracellular localization of amyloid beta protein precursor (AbetaPP) intracellular domain associated protein-1 (AIDA-1) is regulated by AbetaPP and alternative splicing.,anks1b
A 40-bp RNA element that mediates stabilization of vascular endothelial growth factor mRNA by HuR,elav-like protein 1
Tight junction proteins,cldn14
Laminin-10/11 and fibronectin differentially regulate integrin-dependent Rho and Rac activation via p130(Cas)-CrkII-DOCK180 pathway,dock180
Activation-induced nuclear translocation of RING3.,brd2
The p21 Cdk-interacting protein Cip1 is a potent inhibitor of G1 cyclin-dependent kinases,cdkn3
Creation of genome-wide protein expression libraries using random activation of gene expression.,bcl2-related protein a1
DNA cloning using in vitro site-specific recombination,sacm1l
DNA cloning using in vitro site-specific recombination.,tomm40l
"Generation and analysis of 280,000 human expressed sequence tags.",dmp1
An unappreciated role for RNA surveillance,cpxm1
"Novel INK4 proteins, p19 and p18, are specific inhibitors of the cyclin D-dependent kinases CDK4 and CDK6.",cdkn2d
"Structures, alternative splicing, and neurexin binding of multiple neuroligins",nrxn3
Congenital disorders of glycosylation: a booming chapter of pediatrics.,alg8
