Title,page_title
Primary structure of human platelet factor 4,platelet factor 4
Ataxia and paroxysmal dyskinesia in mice lacking axonally transported FGF14,fgf14
Toward a Catalog of Human Genes and Proteins: Sequencing and Analysis of 500 Novel Complete Protein Coding Human cDNAs,wipi2
Large-scale concatenation cDNA sequencing,jumping translocation breakpoint
The Eph family receptors and ligands.,ephrin b3
The Chris Reeve Sebenza Folding Hunter,chris reeve knives
A taxonomic revision of Caryocolum (Lepidoptera: Gelechiidae),caryocolum protectum
"Inventory and forecasting of maritime emissions in the Belgian sea territory, an activity based emission model",list of countries by carbon dioxide emissions
Ueber den Emanationsk\xf6rper (Emanium),friedrich oskar giesel
A probable genetic origin for pitting enamel hypoplasia on the molars of Paranthropus robustus,pitting enamel hypoplasia
INCENP Centromere and Spindle Targeting: Identification of Essential Conserved Motifs and Involvement of Heterochromatin Protein HP1,cbx3
"A member of the heat shock protein 40 family, hlj1, binds to the carboxyl tail of the human mu opioid receptor",dnajb4
The human RNA surveillance factor UPF1 is required for S phase progression and genome stability,smg7
Large-scale characterization of HeLa cell nuclear phosphoproteins.,myoferlin
Genetics and epigenetics of hydatidiform moles.,nlrp7
Normalization and subtraction: two approaches to facilitate gene discovery,eph receptor a4
Structural and functional impairment of endocytic pathways by retinitis pigmentosa mutant rhodopsin-arrestin complexes,sag (gene)
Association of DLG5 R30Q variant with inflammatory bowel disease.,dlg5
Cerebellar synaptic protein expression in schizophrenia,cplx2
Order out of chaos: assembly of ligand binding sites in heparan sulfate.,ndst2
Large-scale mapping of human protein-protein interactions by mass spectrometry,atg10
Crystal structure at 2.2 A resolution of the pleckstrin homology domain from human dynamin.,dnm1
Cloning of the human uroplakin 1B cDNA and analysis of its expression in urothelial-tumor cell lines and bladder-carcinoma tissue,upk1b
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",arf5
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",dennd1a
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",csmd2
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",fam50a
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).",agpat5
