Title,page_title
Boring beetles are not necessarily dull: New notocupedins (Insecta: Coleoptera) from the Mesozoic of Eurasia and East Gondwana,2015 in arthropod paleontology
Gigantic mysticete predators roamed the Eocene Southern Ocean,2019 in mammal paleontology
Reassessment of a large lamniform shark from the Upper Cretaceous (Santonian) of Italy,2019 in paleoichthyology
"A new member of the family Plotopteridae (Aves) from the late Oligocene of British Columbia, Canada",plotopteridae
"Early Miocene ants (Hymenoptera, Formicidae) from Radoboj, Croatia",2014 in arthropod paleontology
"Palaeobiology of orthothecide hyoliths from the Cambrian Manto Formation of Hebei Province, North China",2018 in paleontology
New Sea Turtle from the Miocene of Peru and the Iterative Evolution of Feeding Ecomorphologies since the Cretaceous,cheloniidae
"A rare non-trilobite artiopodan from the Guzhangian (Cambrian Series 3) Weeks Formation Konservat-Lagerst\xe4tte in Utah, USA",2014 in arthropod paleontology
"Description d\u2019une nouvelle esp\xe8ce de Lozouetina Dolin & Dockery, 2018 (Mollusca, Gastropoda, Ovulidae) du Bartonien (\xc9oc\xe8ne moyen) de Loire-Atlantique (France) et de la province de Huesca (Espagne)",2020 in paleomalacology
"The Cenomanian short snout enchodontid fishes (Aulopifomes, Enchodontidae) from Sierra Madre Formation, Chiapas, southeastern Mexico",2016 in paleoichthyology
"A new genus and species of late Miocene inioid (Cetacea, Odontoceti) from the Meherrin River, North Carolina, U.S.A.",2012 in mammal paleontology
A new high-resolution 3-D quantitative method for analysing small morphological features: an example using a Cambrian trilobite,2018 in arthropod paleontology
"First Cenomanian record of insects in the Southern Hemisphere, with Perforissidae (Fulgoroidea) and Cupedidae (Coleoptera) from Southern Patagonia, Argentina",2014 in arthropod paleontology
"Cenozoic Corbulidae (Bivalvia, Mollusca) from the Indian subcontinent\u2014palaeobiogeography and revision of three species from Kutch, India",2015 in molluscan paleontology
"A New Paleocene Species of Bentharca (Bivalvia; Arcidae) from Eastern Hokkaido, with Remarks on Evolutionary Adaptation of Suspension Feeders to the Deep Sea",2015 in molluscan paleontology
"Two new late Pleistocene miniature owls from Rancho La Brea, California",2013 in archosaur paleontology
The emergence of lowest-low fertility in Europe during the 1990s,advanced maternal age
Decapoda (Crustacea) of the Coon Creek Formation (Maastrichtian) of Mississippi and Tennessee,2017 in arthropod paleontology
"A critical revision of the fossil record, stratigraphy and diversity of the Neogene seal genus Monotherium (Carnivora, Phocidae)",monachinae
Morphology and ontogeny of the eodiscoid trilobite Pagetia vinusta from the Cambrian (Miaolingian) of South China,2019 in arthropod paleontology
"Functional and systematic implications of the postcranial anatomy of a late Miocene feline (Carnivora, Felidae) from Batallones-1 (Madrid, Spain)",2019 in mammal paleontology
"Gymnogeophagus eocenicus, n. sp. (Perciformes: Cichlidae), an Eocene cichlid from the Lumbrera Formation in Argentina",2010 in paleoichthyology
A new foliicolous melioloid fungus from the Pliocene of eastern Himalaya,2019 in paleontology
"A new early Miocene octodontoid rodent (Hystricognathi, Caviomorpha) from Patagonia (Argentina) and a reassessment of the early evolution of Octodontoidea",2014 in mammal paleontology
The oldest record of Ornithuromorpha from the Early Cretaceous of China,2015 in paleontology
"Trucidocynodon riograndensis gen. nov. et sp. nov. (Eucynodontia), a new cynodont from the Brazilian Upper Triassic (Santa Maria Formation)",list of therapsids
Pheomelanin pigment remnants mapped in fossils of an extinct mammal,2019 in mammal paleontology
A one-billion-year-old multicellular chlorophyte,2020 in paleobotany
Mummified fruits of Choerospondias nanningensis sp. nov. (Anacardiaceae) from the Upper Oligocene of a low latitude site in East Asia,2017 in paleobotany
"A new captorhinid reptile, Gansurhinus qingtoushanensis, gen. et sp. nov., from the Permian of China",captorhinidae
"A new species of Plioplatecarpus (Mosasauridae, Plioplatecarpinae) from the Bearpaw Formation (Campanian, Upper Cretaceous) of Montana, U.S.A.",timeline of mosasaur research
Cerebral blood flow rates in recent great apes are greater than in Australopithecus species that had equal or larger brains,2019 in primate paleontology
"A new fossil species of Phlebotominae sand fly from Miocene amber of Chiapas, Mexico (Diptera: Psychodidae)",2014 in arthropod paleontology
"Lonsdaleia carnica n. sp., a new colonial coral from the late Mississippian Kirchbach Formation of the Carnic Alps (Austria)",2018 in paleontology
"A new name for Baiera taeniata Geinitz, Ginkgo taeniata (Geinitz) Frenguelli, and Sphenobaiera taeniata (Geinitz) Morel, Ganuza and Z\xfa\xf1iga",2017 in paleobotany
"Electraesalopsis beuteli gen. & sp. nov., the first lucanid beetle from the Cretaceous Burmese amber (Coleoptera: Scarabaeoidea)",2017 in insect paleontology
Using machine learning to classify extant apes and interpret the dental morphology of the chimpanzee-human last common ancestor,2018 in mammal paleontology
"Exceptional endocranium and middle ear of Stanocephalosaurus (Temnospondyli: Capitosauria) from the Triassic of Algeria revealed by micro-CT scan, with new functional interpretations of the hearing system",2017 in paleontology
"The Great Ordovician Biodiversification Event (GOBE): definition, concept and duration",2018 in paleontology
A stem group echinoderm from the basal Cambrian of China and the origins of Ambulacraria,cincta
"Trophic interactions between larger crocodylians and giant tortoises on Aldabra Atoll, Western Indian Ocean, during the Late Pleistocene",2018 in archosaur paleontology
A new fossil Saldidae (Hemiptera: Heteroptera: Leptopodomorpha) from the Early Cretaceous in China,2012 in arthropod paleontology
New bee flies from the mid-Cretaceous Myanmar amber (Brachycera: Asiloidea: Bombyliidae),2019 in insect paleontology
Relative Composition and Energy Spectra of Light Nuclei in Cosmic Rays. Results from AMS-01,alpha magnetic spectrometer
"A new Late Pliocene large provannid gastropod associated with hydrothermal venting at Kane Megamullion, Mid-Atlantic Ridge",list of gastropods described in 2012
The Transformation of the Electrodynamical Equations,spherical wave transformation
William Hunter (1718\u20131783),william hunter (anatomist)
A New Cathartid Vulture from the Lower Eocene of Wyoming,1979 in paleontology
Review: The Ganymede Club,the ganymede club
Variable range hopping in doped crystalline semiconductors,boris shklovskii
The Unreasonable Effectiveness of Mathematics in the Natural Sciences,relationship between mathematics and physics
A quarter-century of H-mode studies,list of unsolved problems in physics
Palms of Southern Asia.,bentinckia nicobarica
Mu-lan-p'i: A Case for Pre-Columbian Transatlantic Travel by Arab Ships,pre-columbian trans-oceanic contact theories
"The Les Oiseaux Aquataniques (Gaviiformes \xe0 Anseriformes) du Gisement Aquitanien de Saint-G\xe9rard-Le-Puy (Allier, France). R\xe9vision Syst\xe9matique",1984 in paleontology
The problematic \u2018chelicerate\u2019 Melbournopterus crossotus Caster & Kjellesvig-Waering: a case of mistaken identity,melbournopterus
"Early Oligocene plant diversity along the Upper Rhine Graben: The fossil flora of Rauenberg, Germany",2016 in paleobotany
A phylogenetic analysis of the euryapsid reptiles,evolution of reptiles
Neue Vogelfunde aus dem Mittleren Oligoz\xe4n des Wei\xdfelsterbeckens bei Leipzig (Sachsen),1997 in paleontology
A New Chinese Anurognathid Pterosaur and the Evolution of Pterosaurian Tail Lengths,anurognathidae
Note au sujet de l'article pr\xe9c\xe9dent,spherical wave transformation
Experiments on the Absence of Mechanical Connexion between Ether and Matter,hammar experiment
Is Rotatory Polarization Influenced by the Earth's Motion?,luminiferous aether
Hate vs. Hypocrisy: Matt Hale and the New Politics of Bar Admission,hale v. committee on character and fitness for the state of illinois
Orthotylinae and Phylinae (Hemiptera: miridae) of South Africa with a phylogenetic analysis of the ant-mimetic tribes of the two subfamilies for the world,tytthus
The age of the Sahara desert,nile
Orchid Genera in Thailand XIV: Fifty-nine vandoid genera,leslie andrew garay
"Melatonin, Melatonin Receptors and Melanophores: A Moving Story",melatonin receptor agonist
Factors affecting the costs of airplanes,theodore paul wright
4. Radar/ECM/ESM (Shipboard weapons of JMSDF 1952-2010),harukaze-class destroyer
"Geocalyx heinrichsii sp. nov., the first representative of Geocalycaceae (Jungermanniales, Marchantiophyta) in Baltic amber",2018 in paleobotany
Xerochrysum the correct name for the genus Bracteantha,xerochrysum bracteatum
\u6b4c\u3001\u904a\u3073\u3001\u79d8\u4f1d,kitsunebi
The influence of Indian Ocean atmospheric circulation on Warm Pool hydroclimate during the Holocene epoch,hydrogen isotope biogeochemistry
In Search of Mahler's Tenth: The Four Performing Versions as seen by a Conductor,list of compositions by gustav mahler
\u5b87\u5b99\u8239vol.128\u7279\u5225\u4ed8\u9332 \u5b87\u5b99\u8239 YEARBOOK 2010,ultraman jack (character)
Mar\xeda Paz Garc\xeda Vera sustituye a Rodr\xedguez Uribes como delegada del Gobierno en Madrid,josé manuel rodríguez uribes
A former scholarship holder coordinator of the forthcoming science clubs,dorothy wanja nyingi
Denis Florence MacCarthy's Daughter. Part II,mary stanislaus maccarthy
The Evolution of the Goniometer,crystallography
Imperial Institute of Entomology,daniel maclagan
Physics. Physique. Fizika.,physical review
Studies on chloroplast development in Chlamydomonas reinhardtii IV. Control of rapid chlorophyll formation in greening y-1 cells,sabeeha merchant
Crystallization characteristics of ammonium uranyl carbonate (AUC) in ammonium carbonate solutions,ammonium uranyl carbonate
Effect of mobile phase acidic additives on enantioselectivity for phenylalanine analogs,ethanesulfonic acid
Julie A. Fiez: Award for Distinguished Scientific Early Career Contributions to Psychology.,julie fiez
The trichothecene biosynthesis gene cluster of Fusarium graminearum F15 contains a limited number of essential pathway genes and expressed non-essential genes,trichothecene
Preparation and characterization of wire-like Sb2Se3 and flake-like Bi2Se3 nanocrystals,topological insulator
Indian script character recognition: a survey,ocr in indian languages
Head hunters: the making of jazz's first platinum album,mike & keys
Letter from the Editors,arthur r. grossman
"Epipalaeolithic occupation and palaeoenvironments of the southern Nefud desert, Saudi Arabia, during the Terminal Pleistocene and Early Holocene",epipalaeolithic near east
Embryonic Development following Somatic Cell Nuclear Transfer Impeded by Persisting Histone Methylation,yi zhang (biochemist)
Structural basis for Notch1 engagement of Delta-like 4,notch signaling pathway
Kad\u0131k\xf6y Haldun Taner Sahnesi,istanbul university state conservatory
Lateralized Functions in the Dog Brain,tail wagging by dogs
48. Alt\u0131n Portakal Film Festivali,kenan korkmaz
Pink Auto Rickshaw Project,pink rickshaw
Edma Morisot,edma morisot
Women and the Wild: Gender Socialization in Wilderness Recreation Advertising,gender role
A case study of an English-Japanese bilingual with monolingual dyslexia,history of dyslexia research
"Ron Paul's Followers and the GOP: Where To From Here, and How?",2012 united states presidential election in pennsylvania
Undergrads help beta test physics SW,f(g) scholar
Monographs Editor: Manel Esteller,manel esteller
Obituaries: Sam Black,sam black (public relations)
"30,000-Year-Old Wild Flax Fibers",anna belfer-cohen
Vulimiri Ramalingaswami. 8 August 1921\u2013 28 May 2001,list of fellows of the royal society elected in 1986
"Synthesis, characterization, and application of a triazene-based polysulfone as a dye adsorbent",diazonium compound
Linear utility theory for belief functions,linear utility
Vilfredo Pareto cuts the cake,radon–nikodym set
Novel 5-amino-6-methylquinolone antibacterials: A new class of non-6-fluoroquinolones,quinolone antibiotic
"Individual recognition and selective response to contact calls in foraging brown-throated conures, Aratinga pertinax",conure
California's comprehensive background check and misdemeanor violence prohibition policies and firearm mortality,gun violence in the united states
New triterpenoid fromStellaria media(L.) Cyr,stellaria media
Applications of two-photon processes in semiconductor photonic devices: Invited review,two-photon absorption
The Black Swamp: A Study in Historical Geography,great black swamp
A new tremorgenic metabolite from Penicillium paxilli,penicillium paxilli
Interleukin-13 Induces Dramatically Different Transcriptional Programs in Three Human Airway Cell Types,june lee
The Trial of Joseph Brodsky,frida vigdorova
"Flinders Island spotted fever rickettsioses caused by 'marmionii' strain of Rickettsia honei, Eastern Australia",tick
Handbook of Psychology,differential emotions scale
Cowboys and Atmosfear,atmosfear (series)
"On wine, chirality and crystallography",chemistry
International Human Rights & U.S. Foreign Policy: War and Human Rights Abuses: Colombia & the Corporate Support for Anti-Union Suppression,plan colombia
When Hate Came to Town: New Orleans' Jews and George Lincoln Rockwell,solomon radasky
"Esperanza Aguirre, la baronesa popular que hizo suya la Presidencia de Madrid",esperanza aguirre
The play's the thing,play (activity)
Tasmanian Expedition Report: (Part 1 of 4),list of lighthouses in australia
Checklist of Chelonians of the World,desert tortoise
Siglo y medio de Princesa,hospital universitario de la princesa
Admits Bremen was sunk,paul könig
Eldad Ha-Dani and China,eldad ha-dani
"Eva's Men: Gender and Power in the Establishment of the Cape of Good Hope, 1652-74",krotoa
"Terpenes. XVI.1,2 Constitution of Patchouli Alcohol and Absolute Configuration of Cedrene",holton taxol total synthesis
Cutting Through the Fog: Demystifying the Summer Spectacle,san francisco bay area
Colonialism's Civilising Mission: The Case of the Indian Hemp Drug Commission.,indian hemp drugs commission
"Valleytronics in merging Dirac cones: All-electric-controlled valley filter, valve, and universal reversible logic gate",reversible computing
Blood pressure response to transcendental meditation: a meta-analysis,maharishi vedic approach to health
Maternal deaths in Iceland over 25 years,women in iceland
A new genus and species of the subfamily Pemphredoninae (Hymenoptera: Crabronidae) in Upper Cretaceous amber from Myanmar,paleobiota of burmese amber
"The Ants (Hymenoptera: Formicidae) of Bol\u2019shaya Svetlovodnaya (Late Eocene of Sikhote-Alin, Russian Far East)",liometopum
"Kratom (Mitragyna speciosa): User demographics, use patterns, and implications for the opioid epidemic",mitragyna speciosa
Monophyly and intra-generic relationships of Albanerpeton (Lissamphibia; Albanerpetontidae),albanerpeton
"Culture, Civilization, and Demarcation at the Northwest Borders of Greece",cham albanian dialect
Native Mass Spectrometry: What is in the Name?,albert j. r. heck
Ostrich ocular optics,common ostrich
Spatial partitioning of the regulatory landscape of the X-inactivation centre,topologically associating domain
Enteroendocrine Tumors Other Than Carcinoid: A Review of Clinically Significant Advances,neuroendocrine tumor
Vroeg-republikeinsche fragmenten,annie nicolette zadoks josephus jitta
The Muse of Muse,muse (hong kong magazine)
U.S. Naval Battle Force Changes 1 January 2008\u201331 December 2008,carrier strike group nine 2004–09 operations
The Rise and Fall of the Manorial System: A Theoretical Model,property rights (economics)
Palaeoproteomics resolves sloth relationships,megalocnidae
Sabato 9 febbraio il primo concerto dell\u2019organo restaurato,"saint bartholomew, brugherio"
Identification of natural products and their derivatives as promising inhibitors of protein glycation with non-toxic nature against mouse fibroblast 3T3 cells,lupinine
"The Archaeology of Pericolonialism: Responses of the ""Unconquered"" to Spanish Conquest and Colonialism in Ifugao, Philippines",archaeology of the post-1500s philippines
"Intestinal absorption, metabolism, and excretion of (-)-epicatechin in healthy humans assessed by using an intestinal perfusion technique",flavan-3-ol
Glucagonoma syndrome,glucagonoma
Trying To Use The Akoulalion.\u2014II,mabel ellery adams
Random Knockout Tournaments,stochastic transitivity
All-Optical Assay to Study Biological Neural Networks,calcium imaging
Learned Women: Three Generations of Female Islamic Scholarship in Morocco,fatima al-kabbaj
PMID Observer Design of Descriptor Linear Systems,sheehan's syndrome
Relationship Between Cancer of Stomach and the ABO Blood Groups,ian aird
Arthrocentesis for the treatment of temporomandibular joint closed lock: a review article,rüdiger emshoff
The role of astronomy and space sciences in Arab societies and cultures,ulugh beg observatory
An effective metacognitive strategy: learning by doing and explaining with a computer-based Cognitive Tutor,vincent aleven
"Anointing variation across wild capuchin populations: a review of material preferences, bout frequency and anointing sociality in Cebus and Sapajus",robust capuchin monkey
Caesarean section versus vaginal delivery for preterm birth in singletons,preterm birth
The Limiting Effects of Dust in Brown Dwarf Model Atmospheres,gd 165
More Than Just a Punctuation Mark: How Boys and Young Men Learn About Menstruation,culture and menstruation
Simple linear regression,simple linear regression
On the spontaneous emergence of cell polarity,cell polarity
From bananas to buttocks: The Latina body in popular film and culture (review),from bananas to buttocks
An Objective Review of the Effectiveness and Essential Characteristics of Performance Feedback in Organizational Settings (1985-1998),organizational behavior management
Pharmacologic interventions for treating phantom limb pain,phantom limb
A new face and new challenges for Online Mendelian Inheritance in Man (OMIM\xae),muscle–eye–brain disease
"Governance, risk and dataveillance in the war on terror",dataveillance
An Elementary Core Equivalence Theorem,robert m. anderson (mathematician)
Disorder and localization dynamics in polymorphs of the molecular semiconductor pentacene probed by in situ micro-Raman spectroscopy and molecular dynamics simulations,aquilanti–mundim deformed arrhenius model
Hybrid Hopes: Echoplant Studios' Fresh Workflow For A Familiar Space,ryan worsley
Green and gendered? Cultural perspectives on the road towards electric vehicles in Norway,electric car
Vestibular System: The Many Facets of a Multimodal Sense,dora e. angelaki
Classification of chronic venous insufficiency: a review,chronic venous insufficiency
"Pleistocene and Holocene rhinocerotids (Mammalia, Perissodactyla) from the Indochinese Peninsula",javan rhinoceros
Visions of Public Space: Reproducing and Resisting Social Hierarchies in a Community Garden,community gardens in new york city
Characteristics and use of sleeping sites inAotus (Cebidae: Primates) in the Amazon lowlands of Peru,night monkey
Community Ecology of Container Mosquitoes (Diptera: Culicidae) in Virginia Following Invasion by Aedes japonicus,aedes japonicus
Professionalizing the Postdoctoral Experience,peter j. peters
Descriptions of New Braconidae in the Collection of the U. S. National Museum,lysiphlebus testaceipes
"Fact, Fiction, and Momentum Investing",momentum investing
Cavity optomechanics,optical microcavity
"Luigi Ferreri, L'Italia degli Umanisti: Marco Musuro",marcus musurus
"Seasonal temperatures in Britain during the past 22,000 years, reconstructed using beetle remains",younger dryas
How Do Japanese Health Insurance Societies Finance Their Contributions To The Health Service Systems For The Elderly?,health care system in japan
Sayles in Harlem,fronza woods
The 21st Century Cures Act \u2014 Will It Take Us Back in Time?,21st century cures act
Et-Tayyib S\xe2lih\u2019in \u201cMevsimu\u2019l-Hicre \u0130le\u2019\u015f-\u015eem\xe2l\u201d Adl\u0131 Roman\u0131n\u0131n Tahlili,tayeb salih
History of Cholera Outbreaks in Iran during the 19th and 20th Centuries,1899–1923 cholera pandemic
CARBONATEGROUPSIN DAWNE:STRUCTURAL AND CRYSTAL.CHEMICAL CONSIDERATIONs,carbonate chloride
"Is resilience socially constructed? Empirical evidence from Fiji, Ghana, Sri Lanka, and Vietnam",climate resilience
The Lady Gazelle and Her Murderous Glances,pyxis of zamora
BAT and the penetration of capital into Oyo state,nigerian tobacco company
Equine-facilitated prison-based programs within the context of prison-based animal programs: State of the science review,animal-assisted therapy
Comprehensive analysis of genetic and evolutionary features of the hepatitis E virus,hepatitis e
The Community Earth System Model-Polar Climate Working Group and the status of CESM2.,community climate system model
Household Borrowing and Spending in Canada,jeannine bailliu
Rising to the Occasion,gilbert ronald bainbridge
The Great Garbo: Part Two: Greta's Haunted Path to Stardom,greta garbo
"Etiology and Treatment of Urticaria: Diagnosis, Prevention and Treatment of Poison-Ivy Dermatitis",perry cossart baird jr.
Macromodeling of Crack Damage in Steel Beams Subjected to Nonstationary Low Cycle Fatigue,lumped damage mechanics
"Remembering Shirley Schwartz: Renaissance woman, STLE member and pioneer of women in science passes away at 81",shirley e. schwartz
Inhaled corticosteroids for cystic fibrosis,cystic fibrosis
"Elementary Modern Physics. Richard T. Weidner and Robert L. Sells. Allyn and Bacon, Boston, Mass., 1960. xi + 513 pp. Illus. $8.50",einstein's god model (film)
Risk-Sensitive Foraging in Common Shrews (Sorex araneus L.),risk-sensitive foraging models
Dragma Hippomanicum V: Two New Astragali from Intermountain United States,patricia kern holmgren
Partial phylogeny of the unicellular eukaryotes based on rapid sequencing of a portion of 28S ribosomal RNA,28s ribosomal rna
Support for the placement of Chilesaurus within Ornithischia: a reply to M\xfcller et al.,chilesaurus
