Title,page_title
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",h6pd
"The Status, Quality, and Expansion of the NIH Full-Length cDNA Project: The Mammalian Gene Collection (MGC)",hippocalcin-like protein 1
"HIV-1 Tat, apoptosis and the mitochondria: a tubulin link?",tuba8
FLT3-activating mutations in acute promyelocytic leukaemia: a rationale for risk-adapted therapy with FLT3 inhibitors.,cd135
The DNA sequence and biological annotation of human chromosome 1,h6pd
"Tim50, a component of the mitochondrial translocator, regulates mitochondrial integrity and cell death",timm23
Distinct regional distribution in the brain of messenger RNAs for the two isoforms of synaphin associated with the docking/fusion complex,cplx2
"APRIL/TRDL-1, a tumor necrosis factor-like ligand, stimulates cell death",tnfsf12-tnfsf13
The SOCS box: a tale of destruction and degradation,neurl
Diversification of transcriptional modulation: Large-scale identification and characterization of putative alternative promoters of human genes,ptpn23
Matrix localization of tissue factor pathway inhibitor-2/matrix-associated serine protease inhibitor (TFPI-2/MSPI) involves arginine-mediated ionic interactions with heparin and dermatan sulfate: heparin accelerates the activity of TFPI-2/MSPI toward plasmin,tfpi2
The LIFEdb database in 2006,nrsn2
Molecular cloning and characterization of the noncatalytic subunit of the Rab3 subfamily-specific GTPase-activating protein,rab3gap2
"ENH, containing PDZ and LIM domains, heart/skeletal muscle-specific protein, associates with cytoskeletal proteins through the PDZ domain",pdlim5
c-Myc-regulated microRNAs modulate E2F1 expression,mirh1
"Global, in vivo, and site-specific phosphorylation dynamics in signaling networks",kiaa0460
"Complete sequencing and characterization of 21,243 full-length human cDNAs",cdca7l
"Complete sequencing and characterization of 21,243 full-length human cDNAs",edc3
"Complete sequencing and characterization of 21,243 full-length human cDNAs",rdh14
"The gene for creatine kinase, mitochondrial 2 (sarcomeric; CKMT2), maps to chromosome 5q13.3",ckmt2
Towards a proteome-scale map of the human protein-protein interaction network,pi4kap2
PGC-1-related coactivator and targets are upregulated in thyroid oncocytoma,pprc1
Systematic subcellular localization of novel proteins identified by large-scale cDNA sequencing,usp37
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",ccrl2
"Generation and initial analysis of more than 15,000 full-length human and mouse cDNA sequences",hist1h3j
Construction and characterization of a full length-enriched and a 5'-end-enriched cDNA library,pus7l
Toward a Catalog of Human Genes and Proteins: Sequencing and Analysis of 500 Novel Complete Protein Coding Human cDNAs,dnajb6
Searching for NIDDM susceptibility genes: studies of genes with triplet repeats expressed in skeletal muscle,tnrc6a
Expression of uridine diphosphate N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyl transferase 3 in adenocarcinoma of the pancreas,galnt3
"Activation of caspase-12, an endoplastic reticulum (ER) resident caspase, through tumor necrosis factor receptor-associated factor 2-dependent mechanism in response to the ER stress",ern1
Novel mutations of the FRMD7 gene in X-linked congenital motor nystagmus,frmd7
Borderless Civitan,civitan international
The origin of the statins,discovery and development of statins
Chris Reeve Knives We Put Two Of His One-Piece Knives To The Test With Unexpected Results,chris reeve knives
The North Face of North Twin,north twin peak
The Science Fiction Protocols of Frank Zappa,joe's garage
\tInquisition: The Persecution and Prosecution of the Reverend Sun Myung Moon,inquisition: the persecution and prosecution of the reverend sun myung moon
Open Box: Players Handbook,dungeons & dragons basic set
Open Box: Players Handbook,fighter (dungeons & dragons)
On the Segal\u2013Shale\u2013Weil representation and harmonic polynomials,symplectic spinor bundle
VACM-1 receptor is specifically expressed in rabbit vascular endothelium and renal collecting tubule,cul5
PAK1 negatively regulates the activity of the Rho exchange factor NET1.,net1
Structure prediction for the di-heme cytochrome b561 protein family,cyb561
"Purification, cloning, and expression of a human enzyme with acyl coenzyme A: cholesterol acyltransferase activity, which is identical to liver carboxylesterase.",carboxylesterase 1
Functional cloning of TUG as a regulator of GLUT4 glucose transporter trafficking.,aspscr1
All Tcf HMG box transcription factors interact with Groucho-related co-repressors.,tcf7
Disease-associated mutations in CNGB3 produce gain of function alterations in cone cyclic nucleotide-gated channels.,cyclic nucleotide gated channel beta 3
Tissue specific expression of p53 target genes suggests a key role for KILLER/DR5 in p53-dependent apoptosis in vivo,ei24
Functional proteomics mapping of a human signaling pathway.,cdk12
A genome annotation-driven approach to cloning the human ORFeome.,ataxin 10
Nucleotide and deduced amino acid sequence of human threonyl-tRNA synthetase reveals extensive homology to the Escherichia coli and yeast enzymes.,tars (gene)
"Positive modulation of intracellular Ca2+ levels by adenosine A2b receptors, prostacyclin, and prostaglandin E1 via a cholera toxin-sensitive mechanism in human erythroleukemia cells.",adenosine a2b receptor
Boundaries between chromosomal domains of X inactivation and escape bind CTCF and lack CpG methylation during early development,eif2s3
Acquisition of type IX collagen by the developing avian primary corneal stroma and vitreous.,"collagen, type ix, alpha 1"
Ovarian failure related to eukaryotic initiation factor 2B mutations.,eif2b4
"A re-evaluation of sperm protein 17 (Sp17) indicates a regulatory role in an A-kinase anchoring protein complex, rather than a unique role in sperm-zona pellucida binding",spa17
The SSX gene family: characterization of 9 complete genes,ssx1
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC)",erlin1
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).",acot12
"The status, quality, and expansion of the NIH full-length cDNA project: the Mammalian Gene Collection (MGC).",fndc3a
Natural selection on the olfactory receptor gene family in humans and chimpanzees.,or6m1
Population differences in the human functional olfactory repertoire.,or4d10
The DNA sequence and biological annotation of human chromosome 1.,cela2a
CSA-dependent degradation of CSB by the ubiquitin-proteasome pathway establishes a link between complementation factors of the Cockayne syndrome,ercc8 (gene)
DNA cloning using in vitro site-specific recombination.,rnf146
"RINX(VSX1), a novel homeobox gene expressed in the inner nuclear layer of the adult retina",vsx1
"Alpha-kinase 1, a new component in apical protein transport",alpk1
The roles of claudin superfamily proteins in paracellular transport,cldn10
Differential interaction of lecithin-retinol acyltransferase with cellular retinol binding proteins.,rbp1
ASB2 is an Elongin BC-interacting protein that can assemble with Cullin 5 and Rbx1 to reconstitute an E3 ubiquitin ligase complex,asb2
"Generation and analysis of 280,000 human expressed sequence tags",cul5
"Demonstration of the molecular shape of BP180, a 180-kDa bullous pemphigoid antigen and its potential for trimer formation.","collagen, type xvii, alpha 1"
Isolation and characterization of cDNA clone for human liver 10-formyltetrahydrofolate dehydrogenase.,aldh1l1
